imdbId,imdbid,Movie Name,Argentina,Aruba,Australia,Austria,Bahrain,Baltic States,Bangladesh,Belgium,Bolivia,Brazil,Bulgaria,Central America,Central America+,Chile,China,Colombia,Croatia,Curaçao,Cyprus,Czech Republic,Czech Republic/Slovakia,Denmark,Djibouti,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,Estonia,Finland,France,Germany,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kuwait,Latvia,Lebanon,Lebanon/United Arab Emirates,Lesser Antilles,Lithuania,Malaysia,Mauritius,Mexico,Middle East,Middle East Other,Middle East/UAE,Morocco,Netherlands,New Caledonia,New Zealand,Norway,Oman,Pakistan,Palestine,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Reunion,Romania,Russia,Russia/CIS,Russia/CIS/Ukraine,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sri Lanka,Sweden,Switzerland,Taiwan,Thailand,Tunisia,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam,West Indies
0168786,,Antwone Fisher (2002),"$15,695",,"$470,345",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$101,106","$12,813",,,,,,,,"$11,659",,,,,,,,,,,,,"$358,019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$27,599",,"$730,234",,,,"$16,134",,,,,,"$97,222",,,,
0217505,,Gangs of New York (2002),"$682,828",,"$4,448,367","$841,149",,,,,,,"$43,334",,,"$404,278",,,,,,"$102,975",,,,,,,,"$78,903",,"$354,021","$12,940,136","$6,599,070","$2,074,500",,"$83,514",,,,,"$7,969,025",,"$23,763,699",,,,,,,,,,,"$4,558,811",,,,,"$1,668,606",,"$840,658","$769,144",,,,,,,"$383,397",,,,,,,"$1,450,000",,,,,,"$369,319",,"$7,524,893",,,,"$271,742",,,"$822,372",,,"$16,358,580",,,,
0313737,,Two Weeks Notice (2002),"$633,915",,"$9,223,809","$2,690,310",,,,,,,"$52,478",,,"$200,384",,,,,,"$74,625",,,,"$93,354,851",,,,"$90,431",,"$268,235","$2,722,649","$15,015,240","$1,725,200",,"$281,117",,,,,"$5,865,644",,"$6,712,861",,,,,,,,,,,"$4,836,912",,,,,"$3,067,571",,"$780,030","$846,968",,,,,,,"$446,397",,,,,,,,,,,,,"$1,660,823","$1,721,961","$5,080,106",,,,"$972,414",,,"$959,003",,,"$20,737,672",,,,
0282120,,The Wild Thornberrys (2002),"$78,049",,"$2,152,828",,,,,,,,,,,"$227,078",,,,,,,,,,,,,,,,,"$2,279,681",,,,,,,,,,,,,,,,,,,,,,"$1,403,886",,,,,,,"$350,861","$110,520",,,,,,,,,,,,,,,,,,,,"$346,981",,"$618,572",,,,,,,,,,"$9,104,143",,,,
0272207,,Narc (2002),"$80,343",,"$157,297",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$556,692",,,"$21,214",,,,,,,,,,,,,,,,,,,"$272,120",,,,,,,"$7,056","$17,296",,,,,,,,,,,,,,,,,,,,"$28,411",,"$392,073",,,,,,,,,,,,,,
0102492,,My Girl (1991),,,,,,,,,,,,,,,,,,,,,,,,"$59,489,799",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0096283,,My Neighbor Totoro (1988),,,"$2,921",,,,,,,,,,,,"$25,798,550",,,,,"$23,712",,"$282,699",,"$2,250,213",,,,,,,"$43,404",,,,,,,,,"$575,362",,,,,,,,,,,,,,,,,,,,$795,"$290,640",,,,,,,,,,,,,,"$84,498",,,,,,,,"$176,493",,"$99,735",,,,,"$6,724",,,,,,,
0249371,,Asoka (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$609,441",,,,
0264464,,Catch Me If You Can (2002),"$644,507",,"$8,648,013","$3,002,393",,,,"$2,797,801",,"$3,106,532","$62,275",,"$600,000","$396,513","$1,262,377","$603,000","$82,964",,"$108,383","$447,518","$632,996","$827,340",,,,,,"$136,594",,"$865,788","$20,872,976","$23,237,473","$2,173,582","$2,724,704","$423,495","$127,773","$607,948","$357,470","$1,179,281","$7,931,666",,"$22,678,989",,"$34,835",,,"$499,467",,,,,,"$7,376,122",,,"$530,782",,"$2,501,026",,"$874,106","$1,401,583",,,,,"$364,104","$522,531","$852,515","$1,764,753",,,,"$110,415",,"$2,427,426",,,"$963,398",,"$257,401","$1,053,067","$9,963,084","$8,802,286",,"$1,523,051","$5,621,763","$3,407,127","$641,171",,"$1,886,791","$373,286",,"$24,300,180",,"$400,629",,
0255477,,Pinocchio (2002),,,,"$173,134",,,,,,,,,,,,,,,,"$23,963",,,,"$3,684,305",,,,,,,"$1,352,731","$143,062","$200,750",,,,,,,"$25,654,379",,"$357,647",,,,,,,,,,,"$385,565",,,,,"$81,460",,,,,,,,,,"$250,660",,,,,,,,,,,,,,,,,,,"$58,333",,,"$18,252",,,,,,,
0299658,,Chicago (2002),"$1,029,924",,"$1,115","$1,231,157",,,,,,,,,,"$242,423",,,,,,"$445,112",,,,,,,,"$60,402",,"$679,972","$6,377,641","$5,323,080","$2,045,000",,"$424,134",,,,,"$5,295,158",,"$27,383,935",,,,,,,,,,,"$3,578,024",,,,,"$675,987",,"$1,524,299","$1,203,104",,,,,,,"$1,643,121",,,,,,,,,,,,,"$1,066,793",,"$9,228,592",,,,"$1,094,598",,,"$669,705",,,"$25,993,706",,,,
0274558,,The Hours (2002),"$616,425",,"$3,961,950","$694,814",,,,,,,"$29,566",,,"$159,813",,,,,,"$487,393",,,,"$41,675,994",,,,"$16,610",,"$635,897","$5,231,637","$4,580,306","$2,078,000",,"$114,106",,,,,"$4,815,963",,"$6,451,476",,,,,,,,,,,"$1,772,152",,,,,"$746,199",,"$408,263","$1,449,837",,,,,,,"$722,670",,,,,,,,,,,,,"$238,411","$330,711","$6,858,728",,,,"$500,574",,,"$275,443",,,"$6,732,547",,,,
0290210,,Max (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$62,291",,,,"$58,593",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0309912,,Nicholas Nickleby (2002),"$15,033",,"$93,721",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$34,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$83,717",,,,,,,,,,,,,,,,,,,,,,,"$11,337",,,,,,,,,,"$1,621,332",,,,
0253474,,The Pianist (2002),"$488,710",,"$2,255,498","$156,434",,,,,,,"$12,822",,,"$571,356",,,,,,"$172,378",,,,"$32,572,577",,,,,,"$540,121","$9,328,106","$4,721,707","$350,200",,"$145,112",,,,,"$5,584,061",,"$24,559,779",,,,,,,,,,,"$4,094,927",,,,,"$1,083,069",,"$741,381","$640,789",,,,,,,"$3,711,662",,,,,,,"$178,606",,,,,,"$100,738","$1,206,852","$7,495,011",,,,"$178,447",,,"$728,111",,,"$3,998,172",,,,
0305973,,Sonny (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$30,100","$27,509",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,392",,,,,,,,,,,,,,"$38,215",,,,,,,,,,,,,,
0282698,,Love Liza (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,289",,,,,,,,,,,,,,
0290538,,Confessions of a Dangerous Mind (2002),"$261,082",,"$821,534","$121,565",,,,,,,,,,,,,,,,"$49,132",,,,,,,,,,"$81,451","$1,812,429","$689,178","$253,650",,"$33,128",,,,,"$2,938,123",,"$2,699,590",,,,,,,,,,,"$279,161",,,,,"$71,698",,"$117,716","$80,152",,,,,,,"$236,344",,,,,,,,,,,,,,,"$717,755",,,,"$36,676",,,"$52,007",,,"$1,633,162",,,,
0305711,,Just Married (2003),"$323,870",,"$4,647,909","$1,003,651",,,,"$245,007",,,"$50,140",,,"$242,651",,"$124,000",,,,"$37,319",,"$244,507",,,,,"$17,000","$78,321","$17,208","$130,715","$363,718","$4,768,954","$78,400",,"$28,924",,,"$45,300",,"$71,933",,"$121,074",,,,"$11,529",,,,"$12,017","$57,000",,"$5,215,496",,,,,"$655,636",,"$449,034","$176,824",,,,,"$77,000",,"$106,950",,,,,,,"$1,188,974",,"$70,374","$179,000",,,"$511,157",,"$4,513,720",,"$549,204","$993,043","$255,954",,,"$321,368",,,"$5,825,723",,,,
0291172,,The Son (2002),"$26,989",,,"$12,772",,,,,,,,,,"$32,906",,,,,,,,,,"$70,262",,,,,,,"$708,100",,,,,,,,,"$171,997",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$34,413",,,,,,,,,,,,,,
0295289,,A Guy Thing (2003),,,"$19,446",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,105,488",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$80,499",,,,,,,,,,,,"$485,835",,,,
0257568,,Kangaroo Jack (2003),"$182,905",,"$2,315,484","$600,037",,,,"$241,665",,,,,,"$395,829",,,,,,"$6,004",,,,,,,,,"$2,415","$22,943","$563,162","$2,338,801",,,,"$32,388",,,,"$99,195",,,,,,,,,,,,,"$4,254,186",,,,,"$187,741",,"$521,516",,,,,,,,,,,,,,,"$478,935",,"$20,700","$125,000",,,"$273,280",,"$883,254",,"$3,632","$559,026","$20,714",,,,,,"$5,356,026",,,,
0271668,,National Security (2003),,,"$903,970","$498,532",,,,,,,"$116,031",,,,,,,,,"$25,034",,"$222,973",,,,,,"$29,455","$5,206","$34,173","$919,304","$2,297,962","$52,500",,"$261,044",,,,,"$30,541",,,,,,"$10,691",,,,,,,"$933,387",,,,,"$422,583",,,"$96,184",,,,,,,,,,,,,,"$1,075,836",,,,,,"$940,149",,"$3,052,496",,,,,,,"$140,052",,,"$1,643,004",,,,
0287934,,Big Shot's Funeral (2001),,,"$5,611",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,619",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$33,856",,,,"$7,153",,,,,,,,,,
0317248,,City of God (2002),"$147,573",,"$344,841","$115,721",,,,,,"$10,300,000",,,,"$33,348",,,,,,"$40,242",,"$93,971",,"$7,564,459",,,,,,,"$810,184","$2,941,959","$171,600",,,"$26,517",,,,"$344,320",,"$371,631",,,,,,,,,,,"$474,728",,,,,"$59,114",,"$161,002","$538,257",,,,,,,"$224,699",,,,,,,"$70,790",,,,,,"$46,460","$39,023","$1,075,597",,"$461,953","$364,754",,,,,,,"$3,819,027",,,,
0274428,,Divine Intervention (2002),"$79,057",,,,,,,,,,,,,,,,,,,"$3,552",,,,"$421,343",,,,,,,"$1,099,472",,"$35,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$36,872",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0075675,,The American Friend (1977),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,978",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0057869,,Band of Outsiders (1964),,,,,,,,,,,,,,,,,,,,,,,,"$66,660",,,,,,,,,,,,,,,,"$39,414",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0052918,,Imitation of Life (1959),,,$365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0089981,,Secret Admirer (1985),,,,,,,,,,,,,,,,,,,,,,,,"$8,622,757",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0088414,,The Woman in Red (1984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$41,241",,,,,,
0282209,,Darkness Falls (2003),,,"$637,686","$360,023",,,,"$208,410",,,,,,"$90,278",,,,,,,,"$120,177",,,,,,"$64,612",,,"$620,123","$1,292,542",,,"$41,860",,,,,"$1,732,039",,,,,,,,,,,"$172,000",,"$2,831,178",,,,,,,,"$28,904",,,,,,,,,,,,,,"$515,024",,,,,,"$87,572",,"$2,744,106",,"$124,013",,,,,,,,"$2,787,927",,,,
0280653,,Amen. (2002),"$39,888",,,"$14,580",,,,,,,,,,"$14,040",,,,,,,,,,,,,,,,,"$6,244,992","$380,880","$79,500",,,,,,,"$412,775",,,,,,,,,,,,,"$381,825",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$576,273",,,,,,,,,,,,,,
0070155,,The Harder They Come (1972),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,711",,,,
0265116,,Chaos (2001),,,"$11,168",,,,,,,,,,,,,,,,,,,,,"$206,789",,,,,,,"$5,815,295",,,,,,,,,"$42,555",,,,,,,,,,,,,,,,,,,,,"$173,920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0326769,,Biker Boyz (2003),,,"$191,446",,,,,,,"$53,732",,"$122,139",,,,,,,,,,,,,,,,,,,"$19,503","$11,827",,,,,,,,"$4,171",,,,,,,,"$154,545",,,,,"$300,285",,"$155,356",,,,,,,,,,,,,,,,,,,,,,,,,,"$153,861",,"$46,576",,,,,,,,,,"$220,408",,,,
0309593,,Final Destination 2 (2003),"$328,720",,"$1,879,963","$586,297",,"$59,014",,"$1,003,434","$3,299","$1,414,605","$12,411","$169,788",,"$129,520",,"$152,283","$5,415",,,"$7,196","$41,569","$59,836",,,,,,"$86,931","$15,854",,"$4,543,112","$3,557,185","$630,953","$451,609","$63,931","$31,597",,"$266,085",,"$3,380,419",,"$1,832,447",,,,,,,,"$8,423","$399,251",,"$1,076,316","$316,428",,,,"$896,064",,"$308,292","$127,611",,,,,"$91,819","$219,952","$352,550","$97,315","$881,725",,,"$8,672",,"$1,212,138",,"$25,497","$635,922",,"$50,225","$396,507","$592,035","$3,617,929",,"$85,302","$366,213","$927,271","$560,979",,"$276,935","$110,107",,"$9,328,951",,"$258,008",,"$38,005"
0292506,,The Recruit (2003),"$723,153",,"$2,313,089","$212,146",,,,"$738,000",,,"$104,899",,,"$107,229","$400,000",,,,,"$157,013",,,,,,,,"$63,319","$22,475","$124,658","$3,367,670","$1,308,048","$658,000",,"$169,751",,,,,"$3,806,049",,"$1,470,765",,,,"$14,589",,,,"$3,900",,,"$3,203,615",,,,,"$1,536,060",,"$360,518","$158,960",,,,,,,"$188,866",,,,,,,"$932,629",,"$13,534",,,,"$608,813","$1,200,000","$4,353,117",,,"$266,031","$923,738","$550,000",,"$736,844",,,"$7,083,794",,,,
0280720,,The Guru (2002),,,"$1,130,749","$123,612",,,,"$138,480",,,,,,,,,"$8,616",,"$101,013","$73,366","$110,442","$104,777",,,,,,,"$14,951","$105,166","$330,340","$904,632","$80,986",,,"$10,084","$1,681,969",,"$270,074","$128,665",,,,"$16,273",,"$10,445",,"$105,146",,"$13,722",,,"$100,767",,"$138,821",,,"$903,289",,"$188,434","$46,243",,,,,,"$70,008",,"$489,826",,,,"$32,116",,,,,"$627,510",,"$30,706","$671,952",,"$941,302",,"$332,631","$320,066",,,,,,,"$10,126,228",,,,
0304267,,Kedma (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$273,915",,,,,,,,,,,,,,,,,,,,,,"$15,311",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0308514,,Lost in La Mancha (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$485,872",,,,,,,,,"$17,725",,,,,,,,,,,,,,,,,,,,"$17,432",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$153,597",,,,
0303361,,May (2002),,,,,,,,,,,,,,,,,,,,,,,,"$150,277",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$99,023",,,,"$15,049",,,,,,,,,,
0083908,,Evil Under the Sun (1982),,,,,,,,,,,,,,,,,,,,,,,,"$6,110,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
