imdbId,imdbid,Movie Name,Argentina,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Central America,Chile,China,Colombia,Croatia,Czech Republic,Denmark,Domestic,East Africa,Ecuador,Egypt,Estonia,Finland,France,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Japan,Jordan,Kenya,Latvia,Lebanon,Lithuania,Malaysia,Mexico,Netherlands,New Zealand,Nigeria,Norway,Oman,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia/CIS,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Switzerland (French),Switzerland (German),Taiwan,Thailand,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam
1972779,,The Best of Me (2014),,"$1,798,312","$263,950",,"$257,872",,"$553,661","$67,010",,"$39,338",,,"$44,677","$32,514",,,,,"$105,430","$17,858",,,"$925,557",,"$20,774","$62,556",,,"$59,752",,,,,,,,"$163,294","$25,784",,,"$1,074,251","$255,095",,,,,"$70,784","$1,002,410","$309,942","$424,405",,,"$394,913","$16,004","$140,701",,,"$423,678","$55,615","$737,555",,,,,"$112,508","$126,480","$90,018","$43,040","$274,781","$1,852,936",,,
2911666,,John Wick (2014),,"$2,822,192","$529,759",,,"$15,375",,"$162,318",,,,,"$91,623","$231,023","$122,498","$43,037,835",,,"$66,307","$84,229","$134,575","$3,261,781","$3,703,908",,"$48,781","$596,152","$363,815","$66,011","$172,940",,,"$124,074","$2,322,383",,,"$34,964","$253,419","$42,081","$588,728","$1,635,199","$1,411,624",$139,,,"$83,743",,"$268,928","$382,636","$636,712","$1,746,566",,"$431,247","$2,593,466","$49,530","$484,870","$94,870","$19,223","$798,600","$757,626",,"$134,754",,"$185,649",,"$2,632,338","$882,134","$1,412,141",,"$1,026,694","$2,427,834","$8,647",,"$226,734"
2556874,,Plastic (2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$22,730",,,,,,,,"$6,429",,,,,"$497,026",,,,,,,,,,,,,,,"$21,829","$29,056","$396,917",,,
1872194,,The Judge (2014),"$725,204","$2,655,679","$121,848",,,"$10,471","$2,231,317","$64,660",,"$224,790",,"$605,224","$24,765","$117,119",,,"$19,317","$184,473","$61,379",,"$89,126","$867,670","$318,233",,"$887,104","$473,284","$49,945","$26,963","$404,552",,"$442,755","$2,992,880","$257,743","$22,868","$19,579",,"$185,859",,,"$2,844,380","$364,930","$230,300","$22,667","$27,804",,,"$206,468","$220,729","$230,089","$579,065",,"$263,471","$4,450,812","$12,090","$438,517","$95,238",,"$180,960",,"$1,587,619",,,,,"$3,003,628",,"$325,818","$410,656","$271,572","$1,623,014","$89,248","$26,507",
3729920,,The Disappearance of Eleanor Rigby: Them (2014),,,"$15,815",,"$134,034",,,,,,,,,,,,,,,,,,"$83,623",,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,908",,,"$79,595",,"$20,174",,,"$14,296","$331,876","$135,097",,,,,,,"$20,884",,,,,,
2639344,,Love Is Strange (2014),,,"$6,077",,"$16,927",,,,,,,,,,,"$2,262,223",,,,,,"$109,859",,,,"$22,493",,,,,,,,,,,,,,,"$97,000","$77,649",,,,,,,,"$30,181",,,,"$1,425",,,,"$14,783",,"$250,550","$14,534",,,,,,,,,"$153,687",,,
2713180,,Fury (2014),"$648,425","$7,829,679","$860,339",,"$1,775,299","$82,886","$2,145,567","$214,593",,"$429,374","$19,180,000","$328,358","$464,202","$469,059","$765,606","$85,817,906",,"$197,546","$245,512","$98,263","$702,176","$6,576,188","$3,592,814",,"$736,692","$1,873,455","$717,997","$90,529","$849,507",,,"$4,458,388","$6,219,201",,"$15,969","$84,650","$383,942","$177,584","$470,006","$5,687,195","$2,543,873","$1,328,500",,"$1,809,906",,,"$350,571","$330,132","$1,251,406","$1,084,022",,,"$7,943,849","$66,356","$1,414,610","$155,811","$49,573","$196,148","$9,313,575","$5,124,539","$2,077,890",,"$261,555","$716,276","$1,699,142","$660,341","$1,337,541","$984,990","$1,775,593","$12,742,222","$45,627","$915,354","$133,328"
2720680,,The Salvation (2014),,,"$19,750",,"$104,566",,,,,,,,,,"$643,901",,,,,"$3,611","$52,172",,"$153,022",,,,,"$8,902",,,,,,,,,,,,,,,,"$39,305",,,,,,,,,"$53,031",,,,,,,,"$164,816",,,,,,"$18,745",,,"$57,240",,,
2095649,,Grace of Monaco (2014),,"$1,723,137",,,,"$1,406","$408,289",,,,"$4,080,000",,,,,,,,,,,,,,,"$62,723",,,,,,,"$5,407,138",,,,,,,"$396,380",,"$389,289",,,,,"$27,253",,,,,,"$1,779,428",,"$26,613",,,,"$1,579,346",,,,,,,"$73,105",,,,,,,
2170593,,St. Vincent (2014),"$54,308","$2,509,416","$98,182",,"$60,827",,"$256,366","$28,264",,"$32,667",,,"$15,808","$31,355","$28,725",,,"$11,377",,,,,"$815,741",,"$47,398","$75,918",,"$2,819",,,,"$463,435",,,,,,,,,"$185,458","$174,848",,"$4,860",,,,,,"$43,236",,,,,"$4,814","$17,346",,"$137,508","$448,218","$485,824",,,,,,,"$56,799",,,"$1,226,418","$11,473",,
1087858,,Amazon Jack (2007),,,,,,,"$379,530",,,,,,,,"$1,397,934",,,,,,,,,,,,,"$17,935",,,,,,,,,,,,,,,,"$597,072",,,,,,,,,"$925,599",,,,,,,,,,,,,,,,,,,,
1663187,,The Chaperone (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$248,633",,,,,,,,,,,,,,,,,,,,,,,,,,,"$30,514",,,,
