Movie Name,Domestic,United Kingdom,Spain,Germany,Italy,France,Netherlands,Switzerland,Austria,South Africa,Belgium,Israel,Portugal,Poland,Norway,Türkiye,Denmark,Greece,Hungary,Sweden,Lebanon/United Arab Emirates,Middle East Other,Finland,Ukraine,Czech Republic/Slovakia,Slovenia,Iceland,Egypt,Romania,Czech Republic,Cyprus,Estonia,Croatia,Bulgaria,Lithuania,Latvia,Kenya,Serbia and Montenegro,Mexico,Brazil,Argentina,Venezuela,Central America+,Colombia,Peru,Chile,Australia,Japan,South Korea,Russia/CIS,Taiwan,New Zealand,Philippines,Singapore,Thailand,Hong Kong,Malaysia,India,Indonesia,Puerto Rico,Ecuador,West Indies,China,United Arab Emirates,Middle East,Baltic States,Central America,Middle East/UAE,Lebanon,Lesser Antilles,Dominican Republic,Jamaica,Bolivia,Uruguay,East Africa,Russia,Palestine,Soviet Union,Greece and Cyprus,S/E/W Africa,Slovakia
Looney Tunes: Back in Action (2003),,"$9,599,084","$2,790,446","$1,174,367","$3,091,152","$5,294,410","$527,845",,"$441,440","$264,119",,,,"$198,258","$435,663","$641,644",,"$386,400","$78,315",,,,"$235,477",,,,,"$8,103",,"$76,716",,,,,,,,,"$4,171,346",,"$450,854",,,,,,"$2,891,437",,,"$685,697",,"$416,198",,,"$97,600","$157,936",,,,,,,,,,,,,,,,,,,,,,,,,
Master and Commander: The Far Side of the World (2003),,"$13,265,370","$13,129,821","$5,316,072","$15,111,841","$7,544,576","$1,083,575","$1,420,804","$608,648","$628,715","$1,595,931","$480,679","$1,010,277","$692,269","$2,155,632","$912,616","$1,334,490",,"$154,183","$2,182,965",,,"$837,236","$427,457","$321,830","$124,085","$112,698","$87,975","$90,316","$281,024",,"$87,068","$142,934","$202,958","$49,538","$101,584",,"$92,225","$3,636,450","$2,343,050","$936,649","$361,900","$313,526","$292,820","$253,468","$536,102","$10,396,176","$9,279,812","$2,775,949","$2,919,991","$1,941,625","$1,398,638","$509,810","$516,022","$615,116","$441,577","$271,568","$201,243","$332,157","$460,982","$73,251",,"$2,454,581",,,,,"$319,034","$132,634",,,,"$11,649","$81,309",,,,,"$1,549,830","$750,304",
Tupac: Resurrection (2003),,"$29,248",,,,,,,,"$60,315",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Missing (2003),,"$2,819,271","$139,468","$1,935,308",,"$494,634",,,"$182,378","$114,730",,,"$177,581",,"$45,574",,,,,,,,"$14,266",,,,,,,,,,,,,,,,"$451,754",,,,,,,"$6,912","$3,086,851",,,,,"$340,308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Cat in the Hat (2003),,"$13,828,494","$665,128","$1,619,230",,"$506,362","$285,396","$118,502","$312,399","$288,050","$237,437","$391,413","$51,679","$109,803","$127,462","$243,795","$174,472","$80,668","$78,368","$60,934",,,"$49,232",,,"$11,608",,,,,,,"$37,169",,,,,,"$2,627,539","$449,970","$92,743","$182,415","$58,023","$121,168","$86,784","$215,499","$105,645",,,"$498,139","$233,419","$1,016,303",,"$131,528",,"$104,948",,,"$25,145",,,,,"$95,200",,,,,"$8,740",,,,,,,"$464,000",,,,,
Gothika (2003),,"$9,623,405","$8,018,605","$8,224,202","$5,410,125","$10,472,049","$1,860,818",,"$1,395,958","$674,405",,,"$317,707","$645,305","$463,705","$1,047,690",,"$1,035,520","$192,883",,,,"$282,217",,,,,"$96,336",,"$209,053",,,,"$70,739",,,,,"$5,209,673",,"$445,355",,,,,"$141,355","$3,234,371","$2,119,087",,"$1,049,629",,"$819,018",,,"$214,700","$246,002",,,,,,,,"$123,700",,,,,,,,,,,,,,,,,
The Haunted Mansion (2003),,"$14,866,970","$7,635,093","$6,638,130","$3,794,232","$7,244,007","$1,116,497",,"$1,126,586","$329,478",,,"$557,076","$498,268","$183,204","$298,250",,,"$123,713",,,,"$254,737",,,,,"$36,338",,"$63,500",,,,"$39,650",,,,,"$8,490,154",,"$640,678",,,,,"$329,216","$4,363,575","$29,739,049",,"$1,422,105",,"$679,361",,,"$640,500","$731,754",,,,,,,,,,,,,,,,,,,,,,,,,
Timeline (2003),,"$1,104,933","$2,458,398","$797,670","$2,738,213","$536,565","$86,000",,"$71,024","$143,042","$308,917","$124,790","$221,363",,"$17,096","$388,322","$28,288","$392,000",,"$51,288",,"$4,547",,"$103,361",,"$52,539",$257,"$8,342","$29,968",,,,,"$29,370",,,"$7,763","$6,917","$1,413,720","$326,629",,"$132,825","$32,318","$35,888","$74,258","$50,755","$941,902","$8,881,968",,"$754,988",,"$181,400",,"$116,695",,,"$151,464",,"$90,619",,"$31,911",,,,,,,,"$12,209",,,,,,,,,,,,
Hero (2002),,"$6,888,649","$1,901,380","$3,745,579","$5,942,373","$5,079,687","$140,578","$753,038","$528,260","$274,113","$327,859","$110,000",,"$250,825","$244,392","$1,008,917","$707,486","$1,203,500","$15,077","$1,126,351",,,"$200,985",,,,"$10,273","$27,534",,"$130,738",,,,"$103,391","$3,490","$23,620",,"$32,891","$1,156,042","$800,000","$235,014",,,,"$118,778","$357,352","$4,171,004","$33,995,841","$10,738,310","$354,722","$4,223,114","$522,264","$228,000","$982,000","$479,000","$3,417,217","$192,000",,"$515,000",,,,"$30,000,000","$206,834",,,,,"$107,164",,,,"$3,660",,,,,,,,
The Navigators (2001),,,"$89,538",,,"$1,702,824",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,272",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Safety of Objects (2001),,,"$57,639",,"$33,321","$25,699",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,334",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaudi Afternoon (2001),,,"$19,089",,"$4,724",,,,,,,,,,"$13,840",,,,,,,,"$21,604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Head of State (2003),,,"$60,062","$10,030","$1,254","$14,684",,,,,,,,,,,,,,,"$161,738","$5,598",,,,,,,,,,,,,,,,,,,,,,,,,"$172,727",,,,,,"$28,242",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Levity (2003),,,"$76,648",,"$408,577",,,,,,,,"$28,120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Man Without a Past (2002),,,"$70,840","$1,891,196","$1,090,427","$3,494,191","$102,980",,"$236,621",,,,,"$26,401","$256,760",,,"$132,130",,,,,"$1,136,104",,,,,,,"$11,858",,,,,,,,,,,"$103,583",,,,,"$31,257","$8,042",,,"$50,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It Runs in the Family (2003),,,"$76,691","$69,183",,,,,"$19,896",,,,,,,"$70,807",,,,,,,,,,,,,,,,,,,,,,,"$148,897",,"$12,985",,,,,,"$111,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City of Ghosts (2002),,,"$718,419",,"$201,571",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
People I Know (2002),,,"$1,622,017",,"$1,526,034","$540,797","$20,443",,,,,,,,,,,"$480,300",,,,,,,,,,,,,,,,"$26,324",,,,,"$594,163","$375,461","$136,296",,,,,"$35,674",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Shape of Things (2003),,,"$73,454",,,,"$6,916",,,,,,,,,,,,,,,,,,,,,,,"$10,255",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Together with You (2002),,,"$60,384","$36,271",,"$122,457","$37,135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$145,312",,"$5,293",,,,,,"$189,462",,,,,"$57,277",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex & Emma (2003),,,"$16,370",,"$304,589",,,,,"$201,070",,,,,,,,,,,,,,,,,,$924,,,,,,,,,,,"$394,907",,"$6,137",,,,,,"$24,716",,,"$87,410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madame Satã (2002),,,"$26,000",,,"$53,089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,119","$134,529",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garage Days (2002),,,"$8,945",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$675,443",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masked and Anonymous (2003),,,"$12,537",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mondays in the Sun (2002),,,"$9,047,387","$137,806","$279,712",,,,"$32,452",,,,,,,,,"$23,550",,,,,"$4,896",,,,,,,,,,,,,,,,,,"$153,604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa de los babys (2003),,,"$47,684",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In This World (2002),,,"$48,194","$25,219","$150,496",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,889",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beyond Borders (2003),,,"$1,353,182","$121,703","$345,112",,"$16,728",,,"$124,642",,,,,"$17,240",,"$14,672","$169,100",,"$26,422",,,,,,"$22,207",,,,,,,,,,,,,"$317,179","$148,750","$14,814","$76,030","$46,301","$34,606","$38,488","$23,297","$40,761","$4,041,974","$76,717",,,,,"$7,551",,,,,,,"$24,233",,,,,,,"$44,622","$15,544",,,,,,,,,,,,
The Eye (2002),,,"$908,455",,"$2,856,790","$1,094,266",,,,,,,,,"$31,968",,,"$59,700","$19,227",,,,"$6,994",,,,,,,,,,,,,,,,"$1,430,809",,"$29,222",,,,,,,,"$2,952,059",,"$524,905",,,,,"$1,738,572",,,,,,,,,,,,,,,,,,,,,,,,,
Battle Royale (2000),,,"$45,778",,,"$472,867",,,,,,,,,"$3,360","$11,196",,,,,,,,,,,,,,,,,,,,,,,,,"$8,387",,,,,"$9,399",,,"$322,168","$381,726","$26,099",,,,,"$59,735",,,,,,,,,,,,,,,,,,,,,,,,,
Things You Can Tell Just by Looking at Her (2000),,,"$1,311,449",,,,,,"$90,339",,,,,,,,"$31,880",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Girl from Paris (2001),,,"$208,701","$618,545",,"$11,697,592",,,"$66,672",,,,,,"$6,496",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$31,124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open Hearts (2002),,,,"$507,770","$3,648","$48,034","$24,743",,"$51,149",,,,,,"$413,272",,,,,,,,,,,,,,,"$259,607",,,,,,,,,,,"$72,642",,,,,,"$16,020",,,"$159,217",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten (2002),,,,"$22,525",,"$320,611",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,769",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurel Canyon (2002),,,,"$93,858",,,,,,,,,,,"$5,912",,,"$128,700",,,,,,,,,,,,,,,,,,,,,"$181,978",,,,,,,,"$94,825",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
View from the Top (2003),,,,"$621,499","$175,587","$111,080","$150,912",,"$146,956","$340,100",,,,,"$15,248","$43,137",,"$167,800",,"$29,577",,,"$41,014",,,,,,"$38,281","$39,625",,,,"$4,981","$6,099",,,"$4,975",,"$184,835",,,,,,,"$748,212",,,"$602,645","$107,440","$252,593",,,,"$78,112",,,,,,,,,,,,,,,,,,,,,,,,,
Cet amour-là (2001),,,,"$55,049",,"$418,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lilya 4-Ever (2002),,,,"$63,593",,"$42,559",,,,,,,,,"$516,704",,,,,,,,"$195,292",,,,,,,,,,,"$5,576",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marooned in Iraq (2002),,,,"$21,543",,"$11,571",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Love the Hard Way (2001),,,,"$29,563",,,,,"$5,606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$31,790",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
And Now Ladies & Gentlemen (2002),,,,"$53,630","$112,213","$1,958,070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
War Photographer (2001),,,,"$15,881",,"$9,942",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My Boss's Daughter (2003),,,,"$215,276",,,"$356,815",,"$61,992","$176,848",,,"$150,114",,,"$62,377",,,,,,,,,,,,"$4,275",,"$4,123",,,,,,,,,"$374,619",,,,,,,,,,,"$691,999",,,,,"$68,000",,,,,,,,,,,,,,,,,,,,,,,,,,
Suddenly (2002),,,,"$24,341",,"$68,802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taking Sides (2001),,,,"$79,462","$39,927","$54,054",,,"$40,916",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,521",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte Sometimes (2002),,,,"$97,109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Flower of Evil (2003),,,,"$659,346","$293,887","$6,189,710",,,"$87,295",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$21,868",,"$153,690",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
House of Fools (2002),,,,,"$69,309","$13,414",,,,,,,,,"$17,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Car (2002),,,,,"$11,241",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The White Sheik (1952),,,,,"$18,090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tycoon: A New Russian (2002),,,,,"$6,500","$329,039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,223",,,,,,,,,,,,,,,,"$624,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Bank (2001),,,,,"$33,157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$40,000",,,,,,"$1,198,441",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Embalmer (2002),,,,,"$327,458",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seaside (2002),,,,,"$12,993","$85,441",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No News from God (2001),,,,,"$97,795","$628,471",,,,,,,,,,,,,,,,,"$41,052",,,,,,,,,,,,,,,,"$2,480,412",,,,,,,,,,,"$14,794",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yossi & Jagger (2002),,,,,"$84,702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Late Marriage (2001),,,,,,"$127,338",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$45,599",,"$38,916",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Pleasures (2002),,,,,,"$44,647",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fellini: I'm a Born Liar (2002),,,,,,"$12,531",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Real Cancun (2003),,,,,,"$497,285",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$965,434",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fulltime Killer (2001),,,,,,"$73,237",,,"$13,523",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$71,778",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Housekeeper (2002),,,,,,"$4,227,304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accattone (1961),,,,,,"$2,248",,,,,,,$501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hawks and the Sparrows (1966),,,,,,"$2,248",,,,,,,$240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Gospel According to St. Matthew (1964),,,,,,"$16,041",,,,,,,$172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carnage (2002),,,,,,"$38,891",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I'm Going Home (2001),,,,,,"$643,318","$69,336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demonlover (2002),,,,,,"$230,932",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Close Your Eyes (2002),,,,,,"$650,103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Judgment at Nuremberg (1961),,,,,,"$3,100",,,,,,,,,,,,"$9,080",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Common Wealth (2000),,,,,,"$241,826",,,"$12,204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$36,724",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time and Tide (2000),,,,,,"$230,984",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In My Skin (2002),,,,,,"$21,185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Night of the Hunter (1955),,,,,,"$2,001",,,,,,,$518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Salò, or the 120 Days of Sodom (1975)",,,,,,"$22,017",,,,,,,,,,,,,,"$1,786,578",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aguirre, the Wrath of God (1972)",,,,,,"$34,167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,874",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Only the Strong Survive (2002),,,,,,,,,"$6,197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Better Luck Tomorrow (2002),,,,,,,,,,"$6,836",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How to Deal (2003),,,,,,,,,,"$60,733",,,,,,,,,,,,,,,,,,,,"$19,744",,,,"$4,625",,,,,"$84,990",,,,,,,,"$25,010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marci X (2003),,,,,,,,,,"$26,888",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pauline at the Beach (1983),,,,,,,,,,,,,$551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Umberto D. (1952),,,,,,,,,,,,,$617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Woman Under the Influence (1974),,,,,,,,,,,,,"$16,626",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flickering Lights (2000),,,,,,,,,,,,,,,,,"$2,755,702",,$58,,,,,,,,,,,"$4,259",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Song for Martin (2001),,,,,,,,,,,,,,,,,"$872,643",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Red Shoes (1948),,,,,,,,,,,,,,,,,,"$30,165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,$681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Cuckoo (2002),,,,,,,,,,,,,,,,,,,,,,,"$44,303",,,,,,,"$5,093",,,,,,,,,,,,,,,,,,,,"$187,246",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Barber of Siberia (1998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$30,820",,,,,,,,,,,,,,,"$3,398","$2,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chasing Papi (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$553,558",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lucía, Lucía (2003)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,375,604",,"$8,398",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Secret Lives of Dentists (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$56,940",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amandla! (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gods and Generals (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,822",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Till Human Voices Wake Us (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$37,119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malibu's Most Wanted (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$190,303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hard Word (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,615,051",,,"$17,900",,"$25,731",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step Into Liquid (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$137,290",,,,,"$89,673",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
So Close (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,173",,"$310,621",,,,,,,"$420,865",,,,,,,,,,,,,,,,,,,,,,,,,
Billabong Odyssey (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$170,247",,,,,"$19,461",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesus Christ Superstar (1973),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$115,531",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pokémon Heroes (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,121,538",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Sea Is Watching (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,493,114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Returner (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,564,276",,,,,,,,"$340,920",,,,,,,,,,,,,,,,,,,,,,,,,
Pillow Talk (1959),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,134",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Robe (1953),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,866",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seven Brides for Seven Brothers (1954),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,672",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Girlhood (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$62,241",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Lover (1992),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$113,896",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Party Monster (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$39,708",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorm Daze (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$380,238",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Try Seventeen (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$89,161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Show Me Love (1998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
