Movie Name,Belgium,Portugal,Singapore,France,United Kingdom,Netherlands,Domestic,South Korea,Thailand,Hong Kong,Mexico,Italy,Germany,Spain,Romania,South Africa,Türkiye,Austria,Lebanon,Finland,United Arab Emirates,Hungary,Brazil,Argentina,Venezuela,Uruguay,Chile,Australia,New Zealand,Russia/CIS,Greece,Egypt,Lithuania,Croatia,Slovenia,Norway,Estonia,Serbia and Montenegro,Latvia,Iceland,Slovakia,Peru,Colombia,Central America,Ecuador,Bolivia,Taiwan,Indonesia,Malaysia,Philippines,Sweden,Denmark,Poland,Ukraine,Israel,Czech Republic,Bulgaria,Nigeria,Bahrain,Jordan,East Africa,Ghana,Oman,Ethiopia,Japan,India,Vietnam,Dominican Republic,Curaçao,Aruba,Kuwait,Qatar,Trinidad & Tobago,Jamaica,Switzerland,Puerto Rico,Lesser Antilles,China,Russia,Pakistan,Mongolia,Cambodia,Paraguay
The Messenger (2009),,"$19,324",,,"$37,372","$4,117",,,,"$13,487","$108,870","$78,366","$83,169",,,,,,,,,,"$95,961",,,,,,,"$8,677",,,,,,,,,,,,"$36,414",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Blind Side (2009),,"$712,584","$279,274",,"$9,127,125",,"$255,982,860","$2,165,985",,"$92,795","$4,105,623",,"$6,295,841","$2,529,601",,"$1,046,568",,"$979,955",,"$97,275","$196,544",,"$3,004,286","$308,898","$355,921","$76,906","$96,354","$12,273,902","$1,289,019",,,,,"$95,404",,"$380,455",,,,"$47,982",,"$354,112","$382,314",,"$140,998","$35,097","$503,586",,,"$126,112",,"$239,779",,,"$568,626",,,"$26,977",,,"$33,024","$6,945",,,,,,,,,,,,,,,,,,,,,
Shrink (2009),,"$31,795",,,,,,,,"$5,775",,,,,,,,,,,,,,,,,,,,"$29,244",,,"$1,969",,,,"$13,315",,"$31,712",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Old Dogs (2009),,"$778,071","$333,129",,"$195,822","$1,312,085",,,,"$191,837","$5,066,976","$23,802","$662,728","$5,689,108","$487,537","$1,470,435","$287,171","$448,158","$172,031",,"$432,243","$100,488","$632,898","$1,506,322","$2,468,108","$137,222","$360,864","$8,383,867","$526,415","$5,362,678","$318,829","$124,036",,"$49,217","$157,569",,"$91,608","$73,523","$54,946","$46,773",,"$1,163,243","$1,163,994",,"$637,344","$137,191","$385,225","$437,868","$564,936","$117,343","$549,594","$141,986","$405,259","$425,053","$393,224",,,"$16,506",,,"$32,458","$1,922",,,,,,,,,,,,,,,,,,,,,
Kill Switch (2008),,"$9,915",,,,"$13,412",,"$12,332","$17,777",,,,,,,,,,,,"$200,948",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$127,700",,,,,
Donkey Xote (2007),,"$434,864",,,,,,"$301,455",,,"$2,540,000","$70,295",,"$1,761,676","$13,920",,"$230,779",,"$1,096",,"$90,339",,"$217,446",,"$133,093",,,,,"$410,850",,,,"$56,438",,,,,,,,"$102,701","$17,720",,"$38,941","$20,713","$9,247",,,,,,"$415,041",,,,"$6,966",,,,,,,,,,,,,,,,,,,,,"$131,393",,,,,
Veronika Decides to Die (2009),,"$2,243",,,,,,"$31,260",,,"$236,509",,"$135,641",,,,,"$112,373",,,,,"$170,702","$45,626",,,,,,"$306,028",,,"$21,100",,,,,,,,,,,,,,,,,,,,"$647,696",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beyond a Reasonable Doubt (2009),,"$27,143","$24,034",,,,"$32,917",,"$4,521",,"$340,428","$1,143,971","$151,178","$2,257,921",,,,,"$33,624",,"$48,653",,,,"$103,642",,,,,"$91,396","$103,483",,,,,,,,,"$8,709",,"$54,135",,,"$12,544","$7,144",,,"$34,131","$35,684",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Youth in Revolt (2009),,"$46,325","$20,756","$433,510","$2,975,566",,,,,,"$78,320",,,,,"$25,872",,,,"$67,532",,,,,,,,,,,,,,,,"$50,067",,,,"$11,802",,"$43,073",,,,"$4,626","$1,252",,,,"$77,291","$43,874",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Milk of Sorrow (2009),,"$6,182",,"$72,336",,,"$10,462",,,,"$52,630","$259,256","$51,450","$233,319",,,,"$18,474",,,,,"$33,007",,"$3,773",,,,,,,,,,,"$48,185",,,,,,"$763,882",,,,"$3,516","$1,278",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Maiden Heist (2009),,"$46,615",,,,,,,,,,,,,,,,,,,"$49,393",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerichow (2008),,$990,,"$11,880",,,"$60,379",,,,,,"$758,126",,,,,"$54,935",,,,,,"$15,705",,,,,,,,,,,,,,,,,,,,,,,"$4,422",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Other Man (2008),,$131,,"$138,684",,,"$149,528",,,,"$405,960",,"$149,096","$843,394",,,,,"$76,019",,"$22,097",,,,,,,"$4,274",,"$11,904","$106,652","$21,369",,,"$23,191",,,,,,,"$61,007",,,,"$4,655","$12,352",,,,,,"$112,692",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Maid (2009),,"$11,511",,"$82,931",,,"$576,608",,,,"$14,064","$176,605","$129,678","$196,272",,,,"$8,750",,,,,"$38,880","$7,663",,,"$429,657",,,,,,,,,"$22,142",,,,,,,,,,$649,"$10,199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Red Baron (2008),,"$3,050",,,,,"$37,189",,,,,,"$2,587,511",,,,,"$128,517",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$27,065",,,,,,,,,,,,,,,,,,,,,,,,,,,
When in Rome (2010),,"$135,991","$494,785",,"$92,665",,,"$15,171","$292,728","$202,686","$647,611",,"$522,704","$41,400","$164,084","$354,116","$233,362","$308,321","$121,320",,"$236,569","$111,615",,,,,,"$2,315,091","$132,171","$1,670,667",,"$52,380","$55,449",,"$92,940",,"$55,323","$32,204","$43,804","$21,377",,"$39,248",,,"$107,669",,,"$317,776","$309,105","$172,561",,,,"$469,206","$323,434",,"$120,337","$32,593",,,"$20,353","$13,927",,,,,,,,,,,,,,,,,,,,,
The Headless Woman (2008),,"$23,080",,"$42,207",,,,,,,,,,"$10,664",,,,,,,,,,"$129,638",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$9.99 (2008),,"$1,547",,"$615,762",,,,,,,,,,,,,,,,,,,,,,,,"$13,739",,"$24,922",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fermat's Room (2007),,"$30,003",,,"$48,369",,,,,,,,,"$812,785",,,"$88,764",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Room (2003),,"$22,738",,,,,"$549,602","$380,922",,"$49,918",,,,,,,"$6,469",,,,"$52,727",,,,,,,"$740,214","$1,977,032","$935,684",,,"$18,010",,,,,"$4,497",,,,,,,,,,,,,,,,"$148,808",,,,,,,,,,,,,"$102,938",,,,,,,,,,,,,,,,
House (2008),,,"$26,557",,,,,,,,,,,,,,,,"$28,703",,"$87,077",,,,,,,,,,,"$130,953",,,,,,,,,,,,,,,,,"$152,404","$140,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aliens in the Attic (2009),,,"$326,808","$881,422","$10,498,970",,,,,,"$2,185,351","$934,216","$835,656","$5,465,811","$34,466","$190,469","$313,838","$97,433",,,"$131,910",,"$493,214","$200,004","$1,919,023","$41,171","$302,418","$3,686,961","$559,903","$1,423,518","$32,052","$9,379",,,,,,,,,,"$510,873","$393,112","$62,482","$192,383","$87,933",,"$190,963","$352,749","$196,220",,,,,,,,"$7,867","$24,661",,"$10,771",,"$2,826",$274,,,,,,,"$45,144","$19,070",,,,,,,,,,,
Obsessed (2009),,,"$277,785",,"$854,917",,,,,,,"$83,546","$529,794","$1,914,828",,"$343,932",,"$65,035","$28,722",,"$206,702",,,,,,,,"$2,635",,,"$37,026",,,,"$1,197",,,,,,,,,,,,,"$248,926","$9,881",,,"$286,507",,,,"$23,847","$59,295","$19,505","$14,091",,,"$2,244",,,,,"$37,667","$71,541","$59,712","$66,707","$21,733","$146,377","$154,551",,,,,,,,,
Race to Witch Mountain (2009),,,"$850,039",,"$4,180,119",,,,"$795,335","$389,057","$4,560,558",,"$888,041","$5,155,564","$66,363","$567,217","$304,845","$144,130","$47,993",,"$511,686","$264,865","$1,249,852","$966,504","$1,838,367","$36,226","$674,840","$5,322,485","$698,823","$1,837,532","$169,634","$24,629","$36,174","$25,062","$39,459",,"$29,275",,"$37,864","$31,529",,"$867,052","$1,404,644","$132,877","$609,549","$111,046","$117,383","$512,811","$1,225,954","$1,059,099","$180,280",,"$338,420","$203,636","$277,815",,"$106,675","$26,111",,,"$44,059","$3,432",,,"$249,637",,,,,,,,,,,,,,,,,,
12 Rounds (2009),,,"$280,522",,"$1,187,641",,,,,,"$321,345","$21,424","$48,378","$92,150",,"$143,428","$101,150",,"$28,844","$47,516","$240,914",,,,"$251,580",,,"$579,091","$184,601","$430,730",,"$76,607",,,,,,,"$9,443",,,"$64,846",,"$14,760","$34,487","$8,668",,,"$272,887","$152,859",,,,"$35,702",,,"$40,986","$12,738","$54,139",,"$29,874","$5,795","$22,125","$3,409",,,,,,,,"$72,993",,"$14,000",,"$135,000","$25,000",,,,,,
The Ramen Girl (2008),,,"$171,808",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I Love You, Beth Cooper (2009)",,,"$172,521","$19,519","$203,870",,,,,,,"$4,569","$43,370","$47,255",,"$63,420",,,,,,,,,,,,,"$93,878",,,,,,,,,,,,,,,,,,,"$58,378","$206,173","$108,229",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paper Heart (2009),,,"$13,966",,,,,,,,,,,,,,,,,,,,,,,,,"$6,351","$2,592",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flood (2007),,,"$139,564",,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,290,238",,,,,,,,,,,,,,,,,,,"$270,857","$188,916",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,126,825",,,,,
"Food, Inc. (2008)",,,"$26,798","$10,802",,,,,,"$24,554","$14,899",,,,,,,,,,,,,,,,,"$34,479","$76,993",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blood Creek (2009),,,"$16,452",,,,,,,,,,,,,,,,,,"$70,592",,,,"$87,287",,,,,,,,"$15,011",,,,"$2,579",,,,,"$19,445",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unmistaken Child (2008),,,"$26,477",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$37,125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burma VJ: Reporting from a Closed Country (2008),,,"$2,828",,"$68,977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,586",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fifty Dead Men Walking (2008),,,"$26,572",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shorts (2009),,,"$107,919",,"$283,685",,,,,,"$1,459,722","$216,205","$23,732","$1,754,478",,,,,,,"$130,800",,"$287,452","$245,752","$1,041,526","$23,635","$230,695","$1,076,560","$200,661",,,,,,,,,,,,,"$281,818","$339,309","$82,145","$189,673","$8,343",,,,"$66,738",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amelia (2009),,,"$53,599","$7,932",,,,,,"$39,382","$145,539","$1,604,777",,"$1,644,943",,"$19,799","$22,046",,"$7,624",,"$20,969",,"$31,955",,"$49,492","$13,334","$10,020","$575,245","$123,193","$119,036",,,,,,,,,,,,,,,"$9,505",,,,,"$45,130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mary and Max (2009),,,"$14,064",,,,,,,,,,,,,,,,,,,,"$119,079",,,,,"$1,005,363","$54,595","$37,089",,,,,,,,,,,,,,,,,"$13,296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Tournament (2009),,,"$13,375",,,,,"$136,378",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ninja Assassin (2009),,,"$789,138","$302,269","$301,732","$352,619",,"$8,752,317","$798,674","$353,913","$430,480","$533,312","$850,707","$1,147,360","$99,888","$209,739","$171,934","$257,407","$58,710","$11,195","$555,587",,"$170,870","$131,003","$531,874","$4,023","$93,442",,,"$1,289,997",,"$36,552","$30,923",,,,,,,"$42,313",,"$147,390","$146,524",,"$45,988","$11,662","$173,922","$1,862,728","$1,384,661","$1,102,178",,"$181,249",,,,,"$46,035","$36,152",,,"$31,930",,,,,,,,,,,,,,,,,,,,,,
Armored (2009),,,"$38,218","$960,461",,,,,,,"$791,603",,"$122,892","$1,012,414",,"$168,261",,,,,"$153,813","$115,062",,,"$366,227",,,,,,,"$8,115",,,,,,,,,,"$114,780",,,"$94,575","$10,323",,,,"$106,158","$3,158",,,,,,,"$57,049","$23,237",,"$11,805","$7,310",,,"$237,760",,,,,,,,,,,,,,,,,,
Horsemen (2009),,,"$271,036",,,,,,"$96,919","$59,644",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$30,665",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragon Hunters (2008),,,"$54,981",,,,,,,,,,,,,,,,,,,,"$1,194,590",,,,,,,"$1,729,389",,,,,,,,,,,,,,,,,"$21,442",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stan Helsing (2009),,,"$7,687",,,,,,,,,,,,,,,,,,,,,,,,,,,"$346,644",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mad Detective (2007),,,"$27,929","$78,503","$1,067",,,"$20,992",,"$1,422,003",,,,,,,,,,,,,,,,,,,,"$24,468",,,,,,,,,,,,,,,,,,,"$124,219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$456,980",,,,,
The New Legend of Shaolin (1994),,,"$1,969,435",,,,,,,,,,,,,,"$67,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Other End of the Line (2007),,,"$48,732",,,,,"$132,274",,,"$65,088",,,,,"$66,558",,,,,"$79,290",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cop Out (2010),,,"$251,607","$1,731,122","$94,051",,,,,,"$1,188,008","$612,421","$1,193,233",,"$179,725",,,"$325,172","$42,561","$40,940","$507,959",,,,"$458,560",,,"$1,455,162","$129,581","$1,414,212",,"$37,605",,,,"$83,121",,,,"$27,566",,,,,"$76,382",,,"$318,420",,"$258,672",,,,"$158,881",,,"$70,552","$30,234",,,"$39,054","$10,719",,,,,,,,,,,,,,,,,,,,,
Motherhood (2009),,,"$4,967",,,,"$93,388",,,,"$188,480",,,"$353,440",,,,,,,,,"$67,897",,,,,,,"$18,182",,,,,,,,,,,,,,,,,$582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shinjuku Incident (2009),,,"$1,299,876",,,,,"$222,306","$312,302","$1,802,446",,,,,,,,,,,,,,,,,,,"$59,842",,,,,,,,,,,,,,,,,,"$156,479",,"$1,112,234","$181,870",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tooth Fairy (2010),,,"$720,341","$11,201","$6,165,210",,,,"$54,379",,"$7,890,387","$458,881","$4,421,733","$2,781,435",,"$1,519,904",,"$818,309","$43,777",,"$383,439",,"$5,197,136","$482,136","$1,769,552","$73,077","$526,596","$9,475,680","$836,728","$2,066,966",,,,,,,,,,,,"$909,201","$1,115,668",,"$709,676","$174,809",,"$451,197","$859,552","$472,939",,,,"$38,395",,,,"$57,501","$30,693",,"$19,790","$10,082",,,,,"$211,659",,,,,,,,,,,,,,,,
Evangelion: 1.0 You Are (Not) Alone (2007),,,,"$11,592",,,"$107,797","$500,139","$8,868","$139,527",,,,"$8,834",,,"$116,042",,,,,,,,,,,"$13,658","$2,043",,,,,,,,,,,,,,,,,,"$50,720",,"$6,391",,,,,,,,,,,,,,,,"$15,488,316",,,,,,,,,,,,,,,,,,
Adam (2009),,,,"$543,357","$110,697",,"$2,277,396",,,,,,,"$52,039",,"$28,745",,,,,,,,,,,,"$15,471","$8,210",,,,,,,,,,,"$1,258",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ignition (2001),,,,"$1,615",,,,,,,,,,"$363,078",,,,,,,"$9,961",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gigantic (2008),,,,"$40,250","$22,934",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss March (2009),,,,"$6,789",,,,,,,,,,"$21,783",,"$19,737",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adoration (2008),,,,"$43,203",,,,,,,,,"$30,911",,,"$11,620",,,,,,,,,,,,,"$4,681",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bronson (2008),,,,"$760,847","$1,312,770",,,,,,,,,,,,,,,"$23,577",,,,,,,,"$2,454",,,,,,,,"$22,770",,,,,,,,,,,,,,,,"$28,562",,,,"$4,753",,,,,,,,,,,,,,,,,,,,,,,,,,,
Post Grad (2009),,,,"$3,420",,,,,,,,"$6,064",,"$25,226",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Tall Men (1955),,,,"$7,315",,,,"$3,399",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Just Trust (2004),,,,"$3,388,852",,,,,,,,,,"$38,117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Invention of Lying (2009),,,,"$54,410","$9,814,497",,,,,,,,"$344,731","$52,098",,,,,,,"$161,742",,,,,,,"$3,201,345","$326,433",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All About Steve (2009),,,,"$4,239","$447,508",,,,,,"$998,786","$7,783","$1,112,096","$48,207",,"$81,767",,,,,,,,,"$561,439","$53,262",,"$1,131,167",,,,,,,,,,,,,,"$148,844",,,,"$18,159",,,,"$140,091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afterschool (2008),,,,"$39,656","$6,404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Dynamite (2009),,,,"$33,910",,,,,,,,,,,,,,,,,"$17,183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,886",,,,,,,,,,,,,,,,,,,,,,,,,,,
Gentlemen Broncos (2009),,,,"$1,696",,,,,,,,,,"$3,114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sleep Dealer (2008),,,,"$27,423",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
There Was a Crooked Man... (1970),,,,"$15,160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marriage Italian Style (1964),,,,"$120,553",,,"$10,600",,,,,,,,,,,,,,,,,,,,,,"$13,394",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tickets (2005),,,,"$34,706",,,,,,,,"$299,566",,,,,,,,,,,,,,,,,,,"$32,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Innocent (1976),,,,"$5,557,720",,,,,,,,"$290,169",,,,,,,,,,"$5,302",,,,,,,,"$53,652",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Butterfly (2002),,,,"$5,794,636",,,"$227,582","$138,000",,,"$29,697",,"$162,458",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Of Time and the City (2008),,,,"$101,759","$363,004",,,,,,,,,,,,,,,,,,,,,,,"$25,977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"La Commune (Paris, 1871) (2000)",,,,"$16,301",,,"$5,340",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Collector (2009),,,,,"$475,396",,,"$22,778",,,"$257,811",,,"$274,594",,,"$234,478",,"$6,294",,"$102,322",,,"$184,530",,,"$29,473",,"$37,078","$102,281",,"$48,196",,,,,,,,,,"$336,332","$283,518",,,"$69,919",,,"$57,361",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Can't Think Straight (2008),,,,,"$1,369",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Doulos (1962),,,,,"$8,235",,"$82,772",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good (2008),,,,,"$89,539",,,,,"$2,220",,,,"$1,186,571",,,,,,,,"$2,773","$202,903",,,,,"$36,809",,,,,,,,,,,,,,,,,,,"$3,933",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Memories of Underdevelopment (1968),,,,,"$3,456",,"$29,647",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Not Quite Hollywood: The Wild, Untold Story of Ozploitation! (2008)",,,,,"$7,017",,,,,,,,,,,,,,,,,,,,,,,"$152,788",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ballast (2008),,,,,"$2,154",,"$77,556",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Killing of John Lennon (2006),,,,,"$46,142",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tormented (2009),,,,,"$1,147,307",,,,,,,,,,,,"$107,673",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Is Anybody There? (2008),,,,,"$768,921",,,,,,,,,,,,,,,,,,,,,,,"$456,345","$116,278",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not Easily Broken (2009),,,,,"$24,663",,,,,,,,,,,"$129,504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Film with Me in It (2008),,,,,"$137,309",,,,,,,,,,,,,,,,,,,"$50,051",,,,,"$49,004",,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,852",,,,,,,,,,,,,,,,,,,,,,,,,,,
Me and Orson Welles (2008),,,,,"$557,602","$10,578",,,,,,,"$71,363",,,,,"$11,127",,,,,,,,,,"$395,211","$97,540",,,,,,,,,,,,,,,,,,"$2,748",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guru (2007),,,,,"$973,302",,,,,,,,,,,,,,,,,,,,,,,"$205,619",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,833,806",,,,,,,,,,,,,,,,,
Aaja Nachle (2007),,,,,"$878,198",,,,,,,,,,,,,,,,,,,,,,,"$111,124","$24,535",,,,,,,,,,,,,,,,,,,,"$19,338",,,,,,,,,,,,,,,,,"$5,256,190",,,,,,,,,,,,,,,,,
The Girl in the Park (2007),,,,,"$2,362",,,,,,"$35,546",,,,,,,,,,,,,"$17,896",,,,,,"$20,021",,,,,,,,,,,,,"$16,461",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Resort (2000),,,,,"$27,758",,"$37,283",,,,,"$14,197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swades (2004),,,,,"$672,441",,,,,,,,,,,,,,,,,,,,,,,"$58,208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hannah Takes the Stairs (2007),,,,,"$2,054",,"$22,815",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 Idiots (2009),,,,,"$2,531,879",,,"$3,017,270",,"$3,019,322",,,,,,,,,,,,,,,,,,"$994,639","$176,577",,,,,,,,,,,,,,,,,,"$629,024",,"$96,817",,,,,,,,,,,,,,,,,"$43,264,434",,,,,,,,,,,,,,,,,
Hum Tum (2004),,,,,"$1,082,061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucky: No Time for Love (2005),,,,,"$438,282",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Yes Men Fix the World (2009),,,,,"$24,700",,,"$22,635",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44 Inch Chest (2009),,,,,"$247,553",,"$39,033",,,,,,,"$7,659",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Videocracy (2009),,,,,,"$1,256",,,,,,"$1,135,855",,,,,,,,,,,,"$5,737",,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
