Movie Name,Australia,New Zealand,Russia/CIS,Singapore,Taiwan,United Kingdom,South Africa,Domestic,Italy,Spain,United Arab Emirates,Mexico,Venezuela,Hong Kong,Thailand,Japan,France,Belgium,Netherlands,Norway,Germany,Poland,Denmark,Israel,Latvia,Switzerland (French),Switzerland (German),Sweden,Türkiye,Iceland,Romania,Portugal,Czech Republic,Slovakia,Egypt,South Korea,Malaysia,Philippines,India,Brazil,Uruguay,Colombia,Ecuador,Middle East Other,South Africa/Nigeria,Ukraine,Greece,Austria,Hungary,Czech Republic/Slovakia,Switzerland,Finland,Lithuania,Bulgaria,Croatia,Slovenia,Estonia,Serbia and Montenegro,Lebanon,East Africa,Nigeria,Central America+,Argentina,Chile,Peru,Bolivia,Indonesia,S/E/W Africa,Kuwait,Bahrain,Jordan,Qatar,Oman,Puerto Rico,Central America,Dominican Republic,Lesser Antilles,Jamaica,China,Cyprus,Vietnam,Pakistan,Switzerland (Italian),West Indies,Curaçao,Aruba,Ethiopia,Greece and Cyprus,Middle East,Middle East/UAE
Bordertown (2007),,,,,"$4,905",,,,"$1,907,846","$2,821,166","$179,441","$942,075","$125,837",,,,"$1,125,693","$321,084","$197,651",,"$109,266",,,,,,,,"$28,727",,"$10,561","$93,154",,,,,"$30,668","$108,105",,,,,,,,,,"$73,104",,,,,,,,"$11,617",,,,"$7,989","$8,598",,"$60,948","$25,693","$133,043","$2,628",,,,,,,,,,,,,,,,,,,,,,,,
The Ten (2007),,,,,"$15,802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Bubble (2006),,,,,"$13,547",,,,,,,"$70,071",,,,,"$519,987","$49,475",,,,,,,,,,,,,,,,,,,,,,"$219,725",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tekkonkinkreet (2006),,,,,"$13,135",,,,,,,,,"$23,705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beaufort (2007),,,,,"$4,244","$24,688",,"$102,591",,,,,,,,,"$124,257",,,,,,,,,,,,,,,,,,,,,,,"$15,560",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizen Dog (2004),,,,,"$9,367",,,,,,,,,,"$90,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXY (2007),,,,,"$13,142","$122,577",,,"$432,690","$335,975",,"$98,780",,,,,"$355,783","$5,136",,"$54,272","$373,318",,,,,,,,,,,,,,,,,,,"$98,720","$45,482",,,,,,,"$18,951",,,"$114,752",,,,,,,,,,,,"$588,086","$22,871",,,,,,,,,,,,,,,,,,,,,,,,,,
As Far as My Feet Will Carry Me (2001),,,,,"$2,986",,,,,,,,,,,,,,,,"$801,622",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Questions for the Dalai Lama (2006),,,,,"$22,990",,,,,,,,,,,,,,,,"$167,148",,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,162",,,"$45,641",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Two Sons of Francisco (2005),,,,,"$14,392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,493,896",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.45 (2006),,,,,"$6,562",,,,,,,,"$117,133",,,,,,,,,,,,,,,,,,,,,,,$245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libero (Along the Ridge) (2006),,,,,"$9,746",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$156,434","$4,595",,,,,,,,,,,,,,,,,,,,,,"$117,579","$2,639",,,,,,,,,,,,,,,,,,,,,,,,,,
The Girl Who Leapt Through Time (2006),,,,,"$59,273",,,,,,,,,"$179,522",,,,,,,,,,,,,,,,,,,,,,"$544,006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Art of Negative Thinking (2006),,,,,$723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Air I Breathe (2007),,,,,"$86,811","$7,058",,"$25,775","$87,462","$434,009",,"$759,020","$107,013",,,,,,,,,,,,,,,,,"$1,549",,"$74,592",,,,"$756,373",,"$57,748",,,,"$54,905","$13,450",,,,"$36,385",,,,,,,,,,,,,,,,"$47,777",,"$47,721","$4,450",,,,,,,,,,,,,,,,,,,,,,,,
Crying Out Love in the Center of the World (2004),,,,,"$272,690",,,,,,,,,"$605,519",,"$72,719,040",,,,,,,,,,,,,"$13,806",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,238,018",,,,,,,,,,,
War Dance (2007),,,,,"$22,767",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hallam Foe (2007),,,,,"$9,544","$808,455",,,,,,,,,,,"$451,827","$8,713","$9,342","$14,248","$569,656",,"$29,009",,,,,"$3,206",,,,,,,,"$79,910",,,,,,,,,,,"$23,474","$63,515","$2,474",,,"$9,726",,,,"$3,036",,,"$3,023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Trouble with Terkel (2004),,,,,"$1,178","$3,396",,"$51,168","$66,065",,,,,,,,,,,"$166,401",,,,,,,,,,,,,"$17,795",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Close to Home (2005),,,,,"$2,779","$8,771",,,,,,,,,,,,"$3,911","$2,242",,"$22,079",,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,397",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Pope's Toilet (2007),,,,,"$20,629",,,,,,,,"$4,366",,,,,,,,,,,,,,,,,,,,,,,"$17,523",,,,"$313,199","$235,886",,,,,,,,,,,,,,,,,,,,,,"$28,065",,,,,,,,,,,,,,,,,,,,,,,,,,,
Inside (2007),,,,,"$11,739",,,,,,,"$42,372",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,004",,,,,,,,,,,,,,,,,,,,,,"$107,615",,,,,,,,,,,,,,,,,,,,,,,,,
Klimt (2006),,,,,"$11,624","$5,474",,,,,,,,,,,"$295,158",,,,,,,,,,,,,,,"$52,230",,,,"$122,849",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reprise (2006),,,,,"$16,082","$3,341",,,,,,"$91,382",,,,,"$42,849",,"$1,090","$491,785","$39,950",,"$35,648",,,,,,,,,,,,,,,,,,,,,,,,,$982,"$2,491",,,,"$16,834",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Witnesses (2007),,,,,"$11,556",,,,"$151,793","$130,427",,,,,,,"$2,436,116","$114,319","$103,196",,,,,,,,,,,,,,,,,,,,,"$15,246",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quill: The Life of a Guide Dog (2004),,,,,"$1,249,451",,,"$15,674",,,,,,"$1,778,866","$46,000","$19,270,242",,,,,,,,,,,,,,,,,,,,"$42,125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Violin (2005),,,,,"$5,496","$7,840",,,,"$110,241",,"$910,004","$2,970",,,,,,,,,,,,,,,,"$12,106",,,,,,,,,,,"$15,636","$10,112",,,,,,"$24,839",,,,,,,,,,,,,,,,"$21,705",,,,,,,,,,,,,,,,,,,,,,,,,,,
Water Lilies (2007),,,,,"$4,639","$110,973",,,,,,,,,,,"$276,697","$40,821","$10,144","$7,585",,,,,,,,,,,,,,,,"$79,110",,,,"$12,849",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Next Door (2005),,,,,"$19,677",,,,,,,,,,,,,,,"$1,277,769",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Death Note (2006),,,,,"$626,534","$11,665",,,,,,,,"$1,819,878","$545,747","$22,909,043","$25,145",,,,,,,,,,,,,,,,,,,"$3,700,753",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transsiberian (2008),,,,,"$12,596",,,,,"$2,997,144",,"$163,652",,,,,,"$42,363","$4,179",,"$259,076",,,,,,,,"$102,300",,,"$80,723",,,,,,,,,,,,,,,,,"$23,536",,,,,,,,,,,,,,,,"$31,795","$2,641",,,,,,,,,,,,,,,,,,,,,,,,
The Tracey Fragments (2007),,,,,"$3,526",,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I.O.U.S.A. (2008),,,,,"$5,454",$299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somers Town (2008),,,,,$279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mother of Tears (2007),,,,,"$22,142",,,,"$3,039,146",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manufactured Landscapes (2006),,,,,,"$41,503",,,,"$23,876",,,,,,,"$22,732","$10,615","$9,353",$902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El cantante (2006),,,,,,$79,,"$7,556,712","$146,104",,"$14,930",,"$155,137",,,,,,,,,,,,,,,,,,,"$7,068",,,,,,"$10,238",,,,,,,,,,,,,,,,,,,,,"$10,305",,,,,,"$157,063",,,,,,,,,,,,,,,,,,,,,,,,,
Wild Tigers I Have Known (2006),,,,,,$566,,"$9,946",,,,,,,,,,,,,"$8,839",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:08 East of Bucharest (2006),,,,,,"$72,568",,,"$63,712","$56,097",,"$12,521",,,,,,,,,,,,,,,,,,,"$39,212","$7,876",,,,"$11,250",,,,"$44,484",,,,,,,,"$31,482",,,,,,,,,,,,,,,"$86,363",,"$6,257",,,,,,,,,,,,,,,,,,,,,,,,,
Princesses (2005),,,,,,"$1,822",,,,"$7,480,848",,"$106,144",,,,,,,,,"$523,456",,,,,,,,,,,,,,,,,,,"$100,903",,,,,,,,"$54,750",,,"$85,911",,,,,,,,,,,,"$26,394","$6,701","$29,784",,,,,,,,,,,,,,,,,,,,,,,,,
Wind Chill (2007),,,,,,"$123,989",,,,,,,,,,,,,,,"$124,267",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Brothers Solomon (2007),,,,,,"$75,721",,,"$1,275","$45,210",,,,,,,,"$3,518",,,"$7,969",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Nines (2007),,,,,,"$67,715",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My Winnipeg (2007),,,,,,"$94,832",,"$159,363",,,,,,,,,"$31,274",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rang De Basanti (2006),,,,,,"$1,201,307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,401,777",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weirdsville (2007),,,,,,"$1,539",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The City of Violence (2006),,,,,,"$13,809","$36,943",,,,,,,,"$22,194",,,,,,,,,,,,,,,,,,,,,"$6,128,304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southland Tales (2006),,,,,,"$81,028",,,,,,,,,,,,,,,,,,,,,,,"$11,707",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blame it on Fidel (2006),,,,,,"$128,356",,,,,,"$46,063",,,,,"$206,541",,,,,,,,,,,,"$60,929",,,"$18,465",,,,,,,,"$693,000",,,,,,,,,,,,,,,,,,,,,,,"$38,824",,,,,,,,,,,,,,,,,,,,,,,,,,,
This Christmas (2007),,,,,,"$173,786","$200,685",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,784","$51,620",,,,,,,,,,,,,,,,"$97,215","$70,521",,,,,,,,,,,,
The Swimming Pool (1969),,,,,,"$3,989",,"$211,467",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Devil Came on Horseback (2007),,,,,,$451,,,,,,,,,,,,,,,"$1,262",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regular Lovers (2005),,,,,,"$9,929",,,"$114,678",,,,,,,,,,,,,,,,,,,,,,,,,,,$774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wristcutters: A Love Story (2006),,,,,,"$7,861",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As You Like It (2006),,,,,,"$105,493",,,"$292,268",,,"$15,154",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$29,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flawless (2007),,,,,,"$42,294",,,,"$2,295,114","$32,848","$1,000,041","$213,503",,,,,"$11,337",,,,,,,,,,,,"$3,673",,,,,,,,,,"$1,518,622","$51,122","$26,574",,,,,,,,,,,,,"$7,092",,,,,,,,"$256,910","$25,274","$89,555","$4,738",,,,,,,,,"$40,656",,,,,,,,,,,,,,,
Hatchet (2006),,,,,,"$33,269",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
He Was a Quiet Man (2007),,,,,,"$6,072",,,"$12,147",,,,,,,,,,,,,,,,,,,,"$17,215",,,,,,,"$41,783",,,,,,,,,,,,,,,,,,,,,,"$3,343",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bamako (The Court) (2006),,,,,,"$98,053",,,,"$2,626",,,,,,,"$817,208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$28,994",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sweet Carolina, Roscoe Jenkins (2008)",,,,,,"$126,464",,,,,"$529,847",,,,,,"$52,395",,,,,,,,,,,,,,,,,,"$46,860",,,,,,,,,"$287,406",,,,,,,,,,,,,,,"$42,923","$18,933",,,,,,,,,,,,,,,,,"$76,631",,,"$37,442",,,,,,,,,,
Taxi to the Dark Side (2007),,,,,,"$15,892",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,756",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terror's Advocate (2007),,,,,,"$35,887",,,,"$46,083",,,,,,,"$820,205","$48,812",,,,,,,,,,"$8,068",,,"$4,096",,,,,,,,,"$18,886",,,,,,,,,"$1,299",,"$50,565",,,,,"$5,031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julia (2008),,,,,,"$82,041",,,,"$72,133","$1,338",,,,,,"$786,312","$38,697",$64,,"$191,046",,,,,,,,,,,$790,,,,,,,,,,,,,,,,"$14,759",,,"$49,638",,,,,,,,,,,,,,,,,,"$31,315",,,,,,,,,,,,,,,,,,,,,
Private Property (2006),,,,,,"$64,504",,,"$211,931","$43,326",,,,,,,,"$36,371","$6,301",,,,,,,,,,,,,,,,,,,,,"$54,587",,,,,,,,"$16,188",,,,,,,,,,,,,,,"$28,970",,,,,,,,,,,,,,,,,,,,,,,,,,,
Diminished Capacity (2008),,,,,,"$2,060",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Religulous (2008),,,,,,"$81,300","$24,343",,"$102,320",,,"$37,049",,"$14,011",,,"$92,569","$5,934","$2,153",,"$123,397",,,,,,,,,"$3,666",,"$9,392",,,,,,,,,,,,,,,,"$11,856",,,"$119,965",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patti Smith: Dream of Life (2008),,,,,,"$29,597",,,,,,,,,,,,,,,,,,,,,,"$20,598",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nina's Heavenly Delights (2006),,,,,,"$40,235",,"$9,936",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Oxford Murders (2008),,,,,,"$453,890",,,"$817,983","$12,525,441",,,,,,,"$2,750,123","$129,745",,,,,,,,,,,"$114,641",,,,,,,,,,,,"$70,183",,,,,,,,,,,,,,,,,,,,,,"$589,788","$132,890","$57,140",,,,,,,,,,,,,,,,,,,,,,,,,
Stuck (2007),,,,,,"$1,290",,,,,,,,,,,,,,,,,,,,,,,"$82,654",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gunnin' for That #1 Spot (2008),,,,,,$146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Encounters at the End of the World (2007),,,,,,"$236,908",,,,"$23,623",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle for Haditha (2007),,,,,,"$11,314",,,,"$19,129",,,,,,,"$194,922",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,846",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honeydripper (2007),,,,,,"$168,534",,,,"$85,165",,"$14,447",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,899",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Just Another Love Story (2007),,,,,,"$12,687",,,,,,,,,,,"$28,966",,,,"$111,109",,"$2,259,463",,,,,,,,,,,,,,,,,,,,,,,,,,"$2,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heartbeat Detector (2007),,,,,,"$158,771",,,,"$108,950",,,,,,,"$265,706","$3,139",,,,,,,,,,,,,,,,,,,,,,"$50,279",,,,,,,,"$12,786",,,,,,,,,,,,,,,"$87,635",,,,,,,,,,,,,,,,,,,,,,,,,,,
Jimmy Carter Man from Plains (2007),,,,,,"$10,456",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shotgun Stories (2007),,,,,,"$35,365",,"$46,026",,,,,,,,,"$69,384",,,,,,,,,,,,,,,"$17,462",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSNY/Déjà Vu (2008),,,,,,"$8,902",,,,"$6,727",,,,,,,,,,,"$151,606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swing Vote (2008),,,,,,"$85,430","$73,144","$16,289,867",,"$263,772","$24,163","$312,283","$92,837",,,,,,,,,,,,,,,,"$115,243",,,,,,,,,,,"$120,689",,"$15,261",,,,,"$179,116",,,,,,,,,,,,,,,,,,"$61,424","$1,084",,,,,,,,,,,,,,,,,,,,,,,,
The Walker (2007),,,,,,"$432,536","$57,380",,,,,,,,,,,,,,,,,,,,,"$20,802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Sisterhood of the Traveling Pants 2 (2008),,,,,,"$99,357",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$80,810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bathory: Countess of Blood (2008),,,,,,$833,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,578,320","$1,941,259",,,,,,,,,,,,,,,"$92,984",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Girl Cut in Two (2007),,,,,,"$125,515",,,"$240,474","$493,500",,"$44,871",,,,,"$5,741,289","$86,489",,,"$512,546",,,,,,,,"$43,668",,"$7,121","$25,623",,,,,,,,"$165,400","$12,548",,,,,,"$34,466","$153,501",,,"$61,533",,,,,,,"$7,121",,,,,"$286,698","$36,516",,,,,,,,,,,,,,,,,,,,,,,,,,
Trouble the Water (2008),,,,,,"$2,615",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Why Did I Get Married? (2007),,,,,,,"$651,350",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cake (2005),,,,,,,"$25,999",,,"$146,886",,,"$95,225",,,,,,,,,,,,,,,,,,,,,,,"$8,648",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Stone Angel (2007),,,,,,,"$14,827",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Longshots (2008),,,,,,,"$43,885",,"$181,594",,,,,,,,,,,,,,,,,,,,,,,"$5,341",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brand Upon the Brain! (2006),,,,,,,,"$263,200",,,,,,,,,"$17,891",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Dream (2004),,,,,,,,"$21,603",,,,,,,,,,,,,,,,,,,,,,,,,"$33,343",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resurrecting the Champ (2007),,,,,,,,"$3,172,573",,,"$13,953",,,,,,,"$13,221",,,,,,,,,,,,,,"$39,813",,"$2,957",,,,,,,,,,,,,,,,,,,,,,,,,$547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brighton Rock (1948),,,,,,,,"$49,466",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,484",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Civic Duty (2006),,,,,,,,"$95,953",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Great Debaters (2007),,,,,,,,"$30,236,407",,,,,,,,,,,,,,,,,,,,,,,"$35,149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dedication (2007),,,,,,,,"$92,853",,,,"$157,329",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In Between Days (2006),,,,,,,,"$23,465",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$127,144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Live-In Maid (2004),,,,,,,,"$200,433",,"$197,896",,"$24,403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$195,532",,,,,,,,,,,,,,,,,,,,,,,,,,,
Arranged (2007),,,,,,,,"$23,571",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$88,160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Signal (2007),,,,,,,,"$251,150",,,"$104,266","$16,152",,,,,,,,,"$335,124",,,,,,,,"$63,544",,,,,,,,"$158,641","$11,091",,,,,,,,,,,,,,,,,"$16,044","$3,597",,,,,,,,,"$34,731",,,,,,,,,,,,,,,,,,,,,,,,,
Jellyfish (2007),,,,,,,,"$341,221","$226,959",,,,,,,,"$212,094","$4,232",,,"$68,581",,,,,,,,,,,,,,,"$24,899",,,,,"$3,806",,,,,,,"$7,567",,,,,,,,,,,,,,,"$24,761",,,,,,,,,,,,,,,,,,,,,,,,,,,
Garçon stupide (2004),,,,,,,,"$151,702",,"$18,697",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Made in U.S.A (1966),,,,,,,,"$95,209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hawk Is Dying (2006),,,,,,,,"$7,006",,,,,,,,,"$8,279",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manda Bala (Send a Bullet) (2007),,,,,,,,"$122,905",,,,,,,,,,,,,"$2,120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chaos Theory (2007),,,,,,,,"$240,476",,,"$48,982",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surfwise (2007),,,,,,,,"$269,994",,,,,,,,,"$24,242",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
