Movie Name,Australia,New Zealand,Russia/CIS,Singapore,Taiwan,United Kingdom,South Africa,Domestic,Italy,Spain,United Arab Emirates,Mexico,Venezuela,Hong Kong,Thailand,Japan,France,Belgium,Netherlands,Norway,Germany,Poland,Denmark,Israel,Latvia,Switzerland (French),Switzerland (German),Sweden,Türkiye,Iceland,Romania,Portugal,Czech Republic,Slovakia,Egypt,South Korea,Malaysia,Philippines,India,Brazil,Uruguay,Colombia,Ecuador,Middle East Other,South Africa/Nigeria,Ukraine,Greece,Austria,Hungary,Czech Republic/Slovakia,Switzerland,Finland,Lithuania,Bulgaria,Croatia,Slovenia,Estonia,Serbia and Montenegro,Lebanon,East Africa,Nigeria,Central America+,Argentina,Chile,Peru,Bolivia,Indonesia,S/E/W Africa,Kuwait,Bahrain,Jordan,Qatar,Oman,Puerto Rico,Central America,Dominican Republic,Lesser Antilles,Jamaica,China,Cyprus,Vietnam,Pakistan,Switzerland (Italian),West Indies,Curaçao,Aruba,Ethiopia,Greece and Cyprus,Middle East,Middle East/UAE
Made of Honor (2008),"$5,095,762","$550,172","$2,119,502","$803,151","$494,042","$4,699,956","$838,531",,"$2,337,688","$6,390,277","$214,306","$5,944,130","$1,250,152","$459,780","$353,834","$1,293,292","$3,744,553","$1,238,008","$736,650","$375,950","$4,318,556","$1,030,648","$341,238","$173,546","$98,781","$241,904","$703,460","$608,901","$469,272","$87,145","$200,753","$811,154","$199,226","$80,447","$143,370","$124,166","$295,225","$334,483","$157,363","$4,705,163","$120,020","$412,947","$170,960",,,"$309,013","$335,631","$976,798","$361,947",,"$244,603","$198,653","$76,218","$100,230","$96,869","$203,632","$49,095","$48,610","$111,357","$44,645","$57,307",,"$355,379","$201,380","$372,892","$43,640","$261,454",,,"$41,722","$82,678","$18,600","$9,276",,"$451,279","$107,301",,,,,,,"$16,707",,"$16,710","$9,627","$15,011","$408,210",,
Redbelt (2008),"$4,058","$5,643","$2,636",,,"$38,651","$10,088",,"$10,465","$60,717",,,,,,,,"$2,517",,,"$81,048",,,,"$9,097",,,,,,,,,,,"$3,448",,,,"$86,549",,,,,,,,,,,,,,,,,"$5,609",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taken (2008),"$6,284,822","$611,583","$881,463","$669,539","$487,265","$11,275,924","$454,653",,"$2,091,060","$5,464,669","$332,601","$5,543,935","$1,347,644","$626,219","$9,581","$3,991,181","$9,430,887","$680,286","$1,003,046","$307,199","$3,912,333","$937,514","$36,151",,"$13,523",,,"$111,770","$164,358","$79,691","$133,458","$237,353","$58,146","$20,498","$164,076","$15,471,329","$145,306","$165,083",,"$990,601","$69,620","$390,275","$176,522",,,,"$291,781","$454,855","$180,215",,,"$34,009","$33,413","$83,066","$156,146",,"$13,140","$5,004","$187,285","$73,314","$43,339",,"$572,787","$280,932","$368,706","$37,816",,"$732,281",,,,,,"$815,206","$476,034","$63,217","$50,294","$77,528","$2,035,239",,,,,,,,,,,
Flight of the Red Balloon (2007),"$172,859","$41,876",,,"$30,197","$88,650",,,,"$52,341",,,,,,,"$384,163","$7,163","$12,090",,,,,,,,,,"$21,184",,,"$7,400",,,,"$31,225",,,,,,,,,,,"$13,526","$11,639",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What Happens in Vegas (2008),"$9,625,030","$898,314","$9,110,237","$1,036,482","$1,228,879","$15,639,183","$1,472,182",,"$5,188,588","$11,838,452","$698,672","$5,725,863","$2,480,128","$969,905","$428,570","$5,585,616","$9,989,647","$2,268,743","$4,169,150","$1,560,728","$10,940,185","$1,347,590","$1,379,616","$842,343","$268,518",,,"$1,443,326","$662,157","$161,999","$323,741","$1,280,336","$305,118","$122,807","$383,540","$4,494,297","$411,826","$546,285","$354,764","$4,289,394","$185,919","$827,885","$243,988",,,"$864,619","$969,061","$2,520,891","$942,705","$393,255","$2,400,166","$613,601","$279,982","$177,357","$146,824","$266,013","$186,816","$87,311","$202,649","$73,548","$48,534",,"$790,709","$375,070","$511,823","$84,677","$394,011","$1,663,791",,"$106,317","$153,315","$90,128","$25,401","$1,044,611","$720,238","$161,946","$84,807","$63,145",,,"$111,993",,,,,,,"$1,085,437",,
Bella (2006),"$199,690","$101,655",,,,,"$45,078",,,"$2,507,983","$9,122","$704,143","$35,662","$208,484",,,,,,,,,,,,,,,,,,"$19,479",,,,"$67,679",,,,"$37,409",,,,,,,,,,,,,,,,,,,"$10,973",,,,"$31,226",,,,,,,,,,,,"$34,176",,,,,,,,,,,,,,,
The Chronicles of Narnia: Prince Caspian (2008),"$13,181,570","$2,195,943","$14,770,821","$2,086,572","$2,178,591","$21,581,030","$1,026,102",,"$10,800,873","$15,002,021","$821,978","$19,278,912","$3,292,014","$3,266,786","$2,303,423","$27,704,112","$25,455,881","$3,932,990","$2,893,758","$3,568,010","$13,108,900","$5,438,475","$2,501,829","$1,178,429","$82,540",,,"$4,492,411","$1,326,356","$153,304","$191,708","$1,188,368","$1,214,582","$310,743","$171,186","$8,943,448","$2,750,052","$1,808,650","$5,518,494","$7,488,057","$157,353","$2,723,511","$959,382",,,"$1,121,175","$1,510,214","$1,524,533","$1,024,675",,"$2,039,823","$966,227","$147,691","$145,102","$198,517","$249,899","$101,117","$45,078","$118,958","$64,243","$22,088",,"$3,702,166","$2,215,829","$1,364,971","$173,613","$1,818,504",,"$367,239",,,,,,"$1,615,000",,,,"$12,522,570",,,,,,,,,,,
Young@Heart (2007),"$168,614","$678,234",,,"$20,501","$11,980",,,,"$44,213",,,,,,"$483,920","$635,747","$12,206",,,"$602,885",,,,,,,,,,,,,,,"$55,145",,,,,,,,,,,,"$36,506",,,"$352,682",,,,,,,,,,,,,,,,,,,,,,,"$2,180",,,,,,,,,,,,,,,,
Indiana Jones and the Kingdom of the Crystal Skull (2008),"$27,159,421","$3,873,372","$16,925,023","$2,768,768","$4,360,423","$79,283,312","$1,248,981",,"$18,982,360","$32,751,799","$1,496,148","$11,527,839","$2,682,566","$3,518,898","$2,038,867","$53,085,593","$41,114,044","$5,983,284","$6,858,076","$5,525,319","$31,129,000","$7,128,621","$8,456,229","$1,384,383","$303,200",,,"$6,736,816","$2,136,740","$548,786","$388,830","$4,075,860","$1,779,716","$371,478","$307,603","$26,498,442","$2,811,491","$2,431,279","$3,487,189","$11,975,842","$162,247","$2,364,996","$740,868","$907,079","$1,213,265","$1,649,501","$3,042,214","$3,763,603","$1,986,439","$2,124,543","$6,116,602","$3,284,265","$269,063","$744,379","$424,294","$537,895","$276,765","$180,393","$150,962","$131,511","$41,357","$1,773,604","$3,007,401","$1,255,634","$1,335,577","$156,893","$1,855,894",,"$407,853",,,,,,,,,,,"$194,299","$317,829",,,,,,,,,
Shutter (2008),"$1,269,976","$191,143","$1,810,023","$327,984","$124,622","$368,489","$15,278",,"$835,703","$3,782,211","$212,985","$4,035,057","$491,356",,"$385,815","$1,021,309","$369,448","$552,674",,,"$198,934","$200,817",,,"$65,852",,,"$44,487","$284,776","$40,933","$101,297",,"$56,297","$34,115","$178,540",,"$367,375","$512,632","$73,167","$977,245","$26,832","$384,126","$166,152",,,,"$166,439",,,"$89,541",,,"$137,133","$22,137",,,"$24,916",,,,,,"$506,762","$209,914","$196,971","$31,632","$297,020","$41,571","$271,918","$33,716","$28,828","$51,293","$14,136","$407,874","$298,754","$30,255","$48,253","$16,805",,,,,,,,,,"$193,238",,
Sex and the City (2008),"$25,778,763","$2,650,092","$9,069,455","$1,264,495","$2,212,019","$52,276,151","$968,696","$152,647,258","$9,817,656","$9,740,001",,"$3,333,922","$998,485","$2,034,768","$493,916","$16,692,762","$18,774,030","$3,083,504","$6,224,150","$4,555,017","$27,111,878","$2,348,251","$6,419,548","$2,145,096","$536,817","$964,969","$2,538,854","$6,440,227","$1,303,971","$470,336","$415,475","$1,503,281","$952,049","$440,207",,"$5,751,305","$169,088","$754,116","$500,388","$4,506,857","$103,887","$304,979","$338,653",,,"$1,216,927","$2,736,069","$3,512,306","$1,872,225",,"$3,589,705","$4,810,218","$289,153","$487,698","$835,313","$558,355","$396,390","$446,878","$168,919","$96,654","$32,828","$297,174","$1,694,714","$848,693","$612,071","$45,664","$515,124","$1,142,986",,,,,,"$807,936",,,"$140,487",,,,,,"$90,391","$140,487",,,,"$2,744,782",,
The Strangers (2008),"$1,813,357","$77,950","$530,102","$175,576","$148,850","$7,804,867","$73,682",,"$2,715,699","$3,345,047","$239,860","$2,853,234","$485,189","$77,790","$145,344",,,"$512,072","$694,711","$108,997","$733,584","$838,326","$153,901",,"$13,892",,,,"$555,200","$36,960","$11,583","$94,679","$73,962","$30,539","$127,899","$1,550,892","$88,687","$157,459",,"$1,001,403","$20,809","$75,555","$7,343",,,"$25,731","$428,837","$102,303","$66,940",,"$59,868","$160,500","$39,083",,"$9,148",,"$18,787",,"$57,498",,,,"$368,904","$115,005","$180,846","$46,347",,,"$156,566","$88,801","$1,541","$65,675","$11,914","$433,552",,,,,,,,,,,,,,,,
Kung Fu Panda (2008),"$24,764,811","$15,518","$20,739,836","$4,296,812","$3,851,848","$39,405,501","$2,075,359","$215,771,591","$22,037,818","$21,736,799","$1,777,729","$22,002,301","$4,725,014","$4,146,431","$1,096,121","$16,953,252","$29,315,194","$5,827,314","$6,526,933","$3,931,576","$22,296,033","$8,800,026","$4,921,237","$3,061,218","$317,608",,,"$3,801,832","$986,606","$364,374","$339,869","$3,322,483","$1,177,260","$390,351","$195,294","$26,142,533","$2,779,067","$2,561,897","$824,409","$16,379,155","$416,297","$3,274,661","$1,063,775","$1,239,415","$2,153,007","$1,820,945","$2,114,577","$4,525,501","$1,897,219","$1,637,262","$5,009,099","$1,824,490","$483,946","$219,976","$400,865","$654,588","$256,412","$100,793","$198,888","$75,721","$40,511","$2,570,508","$5,038,274","$3,061,178","$2,379,754","$130,005","$3,211,192",,"$570,395",,,,,,,,,,"$26,024,298","$262,080","$364,663",,,,,,,,,
You Don't Mess with the Zohan (2008),"$10,794,890","$1,115,998","$3,159,874","$1,187,794","$1,564,968","$10,481,344","$698,832",,"$3,849,845","$10,312,404",,"$6,360,322","$1,886,460","$777,695","$961,361",,"$2,128,014","$1,117,787","$1,177,817","$395,434","$17,732,656","$1,651,056","$376,860","$2,049,021","$142,423","$207,533","$1,288,947","$1,930,428","$695,348","$147,491","$264,235","$858,609","$452,225","$127,793",,,"$780,282","$616,592","$418,650","$3,824,858","$188,121","$439,491","$128,740",,,"$464,175","$1,267,165","$3,081,056","$850,859",,"$1,541,080","$162,387","$169,526","$118,134","$80,717","$156,370","$89,263","$44,359",,"$22,596","$48,541",,"$723,308","$527,900","$395,604","$33,211",,,,,,,,,"$561,924","$102,509","$37,000","$37,000",,,,,"$48,600",,"$25,438","$20,818","$12,138","$1,380,687",,
When Did You Last See Your Father? (2007),"$447,319","$87,789","$27,283",,,"$950,181","$8,413",,,,,"$22,833",,,,,,,"$3,602","$91,413",,,,,,,,,,,,"$8,258",,,,"$19,477",,,,"$8,630",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My Brother is an Only Child (2007),"$160,133","$22,231",,,"$13,120","$648,813",,,"$9,406,247","$279,991",,,,,,,"$364,679","$211,019","$323,482",,"$438,737",,,,,,,"$32,894","$130,372",,"$5,926","$67,659",,,,,,,,"$237,883","$16,932",$202,,,,,"$17,429","$26,055",,,,,,,,,,,,,,,"$222,886","$11,752",,,,,,,,,,,,,,,,,,,,,,,,,,
A Complete History of My Sexual Failures (2008),"$43,280",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Happening (2008),"$3,038,304","$323,876","$4,054,836","$480,965","$611,760","$7,985,556","$384,580","$64,506,874","$3,877,389","$9,690,746","$405,609","$866,199","$1,910,445","$646,628","$507,892","$11,318,940","$12,123,809","$1,584,351","$1,433,169","$930,289","$4,557,146","$1,096,850","$862,873","$189,788","$56,121",,,"$1,305,425","$684,349","$68,886","$99,807","$657,438","$148,181","$43,077","$139,800","$2,294,074","$444,354","$450,303","$535,350","$4,342,300","$116,218","$1,108,147","$189,047",,,"$304,808","$673,005","$631,969","$321,600","$213,831","$583,062","$406,738","$139,076","$90,646","$56,380","$96,088","$84,274","$23,874","$34,790","$42,920","$12,822",,"$1,341,309","$909,267","$727,625","$79,537","$316,460","$476,081","$248,654","$61,648","$37,066","$95,244","$20,106","$670,687","$666,549","$140,251","$68,075","$43,154",,,"$81,859",,,,,,,"$738,019",,
The Incredible Hulk (2008),"$4,549,323","$876,991","$6,411,987","$1,841,159","$1,935,524","$15,163,328","$924,788",,"$6,460,290","$7,693,842","$1,814,406","$12,650,300","$1,312,950","$1,603,230","$1,177,786","$1,692,037","$9,725,300","$1,079,519","$1,338,756","$1,532,085","$2,461,403","$484,495","$1,103,737","$493,141","$50,812",,,"$1,075,183","$1,024,772","$152,733","$145,857","$712,895","$147,445","$31,530","$275,749","$6,383,794","$2,284,041","$2,073,443","$3,137,469","$4,893,267","$23,637","$751,814","$379,250","$1,394,480","$926,846","$593,282","$833,969","$414,620","$309,801","$199,692","$582,510","$222,314","$53,656","$97,910","$87,874","$60,156","$28,037","$52,750","$96,931","$80,964","$27,915","$1,229,654","$935,727","$340,611","$1,194,068","$67,950","$1,498,269",,"$661,769",,,,,,,,"$275,882",,"$9,336,251","$153,442","$162,749","$173,936",,,,,,,,
The Children of Huang Shi (2008),"$1,112,592","$152,331",,"$63,859","$246,166",,,"$1,031,872",,"$1,572,390","$46,301","$102,371",,"$196,886","$1,053",,"$449,023","$28,672","$57,611",,"$135,026",,,,,,,,,,,,,,,"$693,359","$174,015",,,,,"$55,554","$2,847",,,,,,,,,,,,,,,,,,,,,,"$20,779",$658,,,,,,,,,,,,,"$1,627,665",,,,,,,,,,,
WALL·E (2008),"$14,165,420","$1,888,590","$11,694,482","$2,068,674","$2,121,696","$41,215,600","$923,940","$223,808,164","$12,210,993","$14,973,097","$365,843","$17,679,805","$4,003,106","$2,245,445","$1,339,508","$44,005,222","$27,984,103","$4,282,430","$4,266,976","$3,530,411","$24,130,400","$4,510,025","$2,478,930","$1,911,031","$204,749",,,"$3,303,411","$974,445","$243,133","$205,752","$1,892,821","$1,129,800","$41,746","$37,253","$7,416,300","$1,177,777","$846,934","$500,642","$6,304,500","$152,151","$2,681,880","$1,039,508",,,"$1,223,653","$1,586,542","$2,696,963","$1,085,560",,"$4,096,460","$1,740,918","$420,941","$156,977","$204,583","$240,071","$246,032","$47,363","$97,054","$17,098","$7,971",,"$4,664,019","$3,312,890","$1,378,842","$220,315","$902,360",,"$125,119",,,,,,"$855,780",,,,,,,,,,,,,,,
Wanted (2008),"$7,125,610","$868,686","$26,388,590","$1,610,352","$4,434,252","$19,344,027","$1,087,048",,"$6,197,505","$7,126,878","$1,791,965","$7,135,354","$1,437,106","$2,897,360","$1,905,376","$23,370,055","$9,191,101","$3,150,832","$2,327,369","$1,160,807","$9,207,537","$2,081,055","$949,614","$1,029,517","$281,795",,,"$553,911","$1,954,300","$226,769","$412,807","$1,788,935","$585,802","$106,017","$324,788","$19,114,634","$1,892,676","$2,138,293","$1,537,503","$4,907,530","$35,156","$382,244","$146,631","$1,312,335","$1,172,395","$1,807,051","$2,080,360","$1,886,865","$827,111","$712,209","$2,081,257","$600,396","$280,251","$354,689","$166,392","$188,544","$212,791","$62,736","$279,626","$91,141","$47,557","$947,797","$583,615","$418,922","$425,722","$32,384","$1,624,517",,"$373,547",,,,,,,,"$183,549",,"$10,747,059","$126,017",,"$119,890",,,,,,,,
Hancock (2008),"$19,636,856","$2,956,184","$26,059,966","$1,934,354","$5,295,890","$49,170,891","$2,136,299",,"$17,819,261","$26,259,302","$1,953,040","$14,177,721","$3,603,410","$3,143,626","$2,652,118","$28,713,223","$30,812,606","$4,227,894","$5,110,245","$2,664,422","$39,008,160","$3,461,043","$3,764,080","$1,781,170","$294,134","$1,136,058","$3,857,045","$2,968,082","$1,730,394","$265,252","$549,077","$1,810,955","$1,107,777","$329,279","$510,673","$17,387,872","$2,298,883","$2,147,433","$5,467,967","$13,649,504","$298,783","$2,583,492","$802,492",,,"$2,145,629","$1,541,283","$4,905,118","$1,264,422",,"$4,741,300","$1,225,648","$362,979","$356,157","$312,872","$362,060","$252,185","$88,370","$239,491","$138,321","$187,303",,"$2,309,663","$1,390,087","$1,383,075","$193,032","$1,662,556",,"$708,772","$355,317","$254,921","$248,661","$87,702",,"$1,632,180","$258,982","$350,930","$190,412","$14,703,313",,"$187,266",,"$101,547",,"$81,114","$81,212","$26,725","$1,629,636",,
Get Smart (2008),"$14,112,300","$1,559,795","$2,311,339","$1,411,697","$2,375,114","$9,015,891","$725,185",,"$3,206,939","$5,273,100","$752,725","$10,435,551","$3,043,734","$1,386,134","$530,867","$1,690,750","$3,600,133","$910,563","$1,204,312","$505,890","$5,745,900","$254,749","$308,816","$772,415","$151,584",,,"$797,900","$756,130","$167,723","$169,470","$1,137,762","$57,774","$41,160","$150,311","$1,141,691","$911,958","$702,728","$357,131","$5,131,880","$214,638","$1,728,285","$495,696",,,"$288,106","$1,180,400","$825,728","$207,556",,"$664,115","$504,783","$189,270","$111,785","$76,832","$25,216","$73,131","$40,715","$237,863","$81,821","$26,485",,"$2,252,024","$610,269","$974,729","$87,608","$544,752",,"$221,716",,,,,,"$632,064",,,,,,,,,,,,,,,
Brick Lane (2007),"$629,347","$162,296",,"$8,125",,"$1,455,631","$50,725","$1,095,398",,,,,,,,,"$391,472","$1,598",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Trinian's (2007),"$2,508,880","$426,771",,,$198,"$24,487,595",,,"$111,166","$251,488","$5,838","$206,646",,,,,,"$7,536",,,"$687,883",,,,,,,,,,,"$200,285",,,,,,,,,,,,,,,,"$72,803","$82,343",,,,,,,,,,"$17,249",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roman de gare (2007),"$253,943","$8,662","$117,136",,,,,"$1,852,764",,,,,,,,,"$2,293,387","$97,665",,,,,,,,,,,,,"$3,183",,,,,,,,"$14,014","$141,787",,"$5,736",,,,,,,,,"$50,105",,,"$2,750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gonzo (2008),"$54,261",,,,,"$185,597",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Wackness (2008),"$172,501","$22,527",,,,"$422,599",,,"$275,494",,,,,,,,"$121,614",,,"$29,717",,,,,,,,"$20,898",,,,"$13,989",,,,,,,,,,,,,,,"$19,014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up the Yangtze (2007),"$166,941","$78,301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sleepwalking (2008),$231,,,,$657,,,,,,,,,,,,,,,,,,,,,,,,"$33,250",,,,,,,,,,,,,,,,,,,,$126,,,,,,,,,,"$4,339",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard Operating Procedure (2008),"$40,304",,,,,"$23,697",,,,,,"$9,431",,,,,"$5,127","$1,758","$1,123",,"$7,131",,,,,,,,,,,,,,,,,,,"$6,001",,,,,,,,,,,,$528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zombie Strippers! (2008),"$6,372",,,,,,,,,,,,,,,"$68,878",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transylvania (2006),"$11,405",,,,"$6,216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$204,702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mamma Mia! (2008),"$24,123,217","$5,545,277","$9,328,023","$1,268,140","$1,968,866","$168,280,139","$2,513,158","$144,169,664","$12,919,298","$19,529,262","$577,966","$3,133,862","$777,863","$1,565,382","$301,547","$27,597,385","$13,058,056","$3,879,680","$8,005,738","$8,907,124","$39,040,538","$7,875,087","$6,551,644","$1,878,025","$339,005",,,"$24,958,100","$729,242","$810,624","$263,563","$5,378,097","$4,039,207","$471,711","$137,492","$24,181,130","$566,785","$746,565","$316,520","$2,938,247","$167,822","$420,606","$132,966","$307,170","$2,997,023","$701,754","$7,394,659","$7,561,763","$4,718,122","$4,781,463","$8,895,936","$4,740,895","$301,807","$313,597","$579,910","$788,493","$371,601","$124,317","$360,700","$38,556","$20,036","$609,140","$178,082","$417,860","$603,061","$16,710","$466,768",,"$82,587",,,,,,,,"$178,409",,,"$611,225",,,,,,,,,,
Welcome to the Sticks (2008),"$610,400","$215,903","$269,459","$11,620",,,,,,,,,,"$9,384",,,,,,,,,,,,,,,,,,,,,,,,,,"$12,237",,,,,,,,,,,,,,,,,,,,,,,"$155,242","$17,543",,,,,,,,,,,,,,,,,,,,,,,,,,
Rogue (2007),"$1,673,693","$288,891",,"$139,669","$37,631",,"$79,357",,,"$291,329","$180,653","$381,975","$333,812","$55,364","$160,906",,"$58,961",,,,,,,,,,,,"$89,455",,,,,,"$29,745",,"$203,512","$106,209",,"$166,698",,,,,,,,,,,,,,,,"$17,329",,,"$11,244",,,,,"$8,687","$63,321",,,,"$169,306","$29,573",,"$33,331","$10,823",,,,,,,,,,,,,,,,,
Towelhead (2007),"$101,041",,,,,,,"$372,124","$103,106",,,"$16,071",,,,,,"$29,830",,"$28,136",,,,,,,,,"$38,410",,,,,,,,,,,,,,,,,,,,"$1,426",,,,,,,,,,"$1,589",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katyn (2007),"$16,841",,,,"$18,310","$234,852",,,"$99,729","$373,978",,,,,,,"$104,522",,,,"$12,260","$13,558,634",,,,,,"$12,989",,,,,"$46,149",,,,,,,"$45,138",,,,,,"$1,686","$31,963",,"$1,713",,,,"$25,878",,,,,,,,,,"$20,576",,,"$45,138",,,,,,,,,,,,,,,,,,,,,,,,
Journey to the Center of the Earth (2008),"$6,592,731","$1,019,785","$9,071,140","$1,013,361","$1,186,675","$6,054,786","$619,507",,"$11,724,131","$9,781,687","$626,010","$13,871,400","$2,113,054","$4,519,131","$1,157,727","$8,494,537","$10,789,205","$291,893","$208,311","$67,823","$1,486,420","$1,249,861",,"$1,099,467","$601,841",,,"$203,018","$3,590,144","$247,543","$744,971","$1,517,190","$103,779","$86,258","$17,481","$6,784,224","$1,186,977","$755,376","$209,249","$6,544,622","$139,104","$1,134,715","$1,170,400",,,"$370,603","$1,504,034","$345,142","$389,610",,,"$554,210","$156,432","$348,722","$155,648","$141,756","$231,938","$35,510","$18,050","$39,549","$15,174",,"$1,311,200","$1,780,233","$2,062,545","$124,762","$446,730","$723,851","$589,827",,,,,"$866,496","$865,508",,,,"$9,923,386",,,,,,,,,"$1,451,868",,
Meet Dave (2008),"$2,491,107","$332,243","$3,046,990","$490,877","$357,342","$3,344,166","$281,757",,"$2,361,245","$2,745,239","$279,590","$4,007,053","$1,762,066","$30,549",,,"$2,803,465","$1,006,629","$916,563",,"$1,927,293","$671,725",,"$373,585","$59,926",,,"$31,120","$331,517","$32,939","$96,308","$367,982","$114,041","$9,702",,,"$412,499","$214,077",,"$1,556,297","$119,872","$610,630","$260,675",,,"$354,952","$280,810","$257,277","$399,434","$160,968","$120,072","$76,636","$133,716","$100,921","$42,857",,"$38,956","$45,144","$111,413","$29,297","$16,889",,"$264,944","$287,873","$487,914","$74,083","$246,420","$381,877","$253,372","$110,764","$58,071","$62,937","$20,168","$534,169","$465,476","$62,801","$68,172","$69,306",,,"$87,114",,,,,,,"$384,441",,
Death Defying Acts (2007),"$655,731","$30,788","$369,208","$8,880","$10,040","$25,735","$19,276","$5,665","$1,628,520","$2,839,345","$18,736","$608,600",,"$48,999",,,,,,,,,,,,,,,"$138,346",,"$43,913","$120,855",,,,"$800,505",,,,"$339,298","$7,101","$209,487","$20,896",,,,"$196,557",,,,,,,,,,,,"$34,139",,,,"$115,845","$16,280","$81,894","$1,606",,,,,,,,,,,,,,,,,,,,,,,,
Space Chimps (2008),"$1,371,433","$382,189","$2,255,508","$86,230",,"$7,286,700","$336,130",,"$719,060","$1,925,652","$177,135","$669,602","$402,247","$179,259",,,"$9,926,841","$1,200,452","$510,815","$150,280",,"$1,073,596","$108,263","$869,354",,,,"$230,566","$114,289","$42,801",,"$454,400","$159,371","$41,858",,"$1,565,556","$55,685",,,"$658,900","$3,052","$121,975","$78,587",,,"$175,861",,,,,,"$44,000",,,"$119,580",,,,"$14,636",,,,,"$276,049","$207,357","$12,515","$35,573","$324,451","$113,199","$16,716","$7,982","$19,202","$4,439","$462,379",,,,,,,,,,,,,,,,
The Last Mistress (2007),"$94,858",,"$54,316",,"$9,593","$87,830",,,,,,"$22,885",,,,,"$565,183","$7,892",,,,,,,,,,,"$36,513",,,,,,,"$52,000",,,,"$107,655",,,,,,,,,,,,,,,,,,"$7,181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Watchmen (2009),"$6,152,116","$907,965","$5,472,197","$715,880","$648,733","$13,610,059","$460,229",,"$3,721,232","$4,316,109","$506,821","$2,295,796","$540,329","$781,728","$750,406","$4,035,072","$5,869,005","$1,223,314","$1,524,786","$936,115","$5,292,211","$388,026","$1,036,664","$277,922","$49,658",,,"$1,115,137","$617,618","$124,215","$162,159","$522,113","$297,069","$60,746","$90,697","$3,053,729","$772,763","$850,163","$144,585","$1,987,525","$13,224","$257,421","$116,082",,"$360,528","$443,139","$839,672","$736,009","$246,933",,"$605,706","$754,219","$52,728","$108,274","$105,768","$46,397","$38,698",,"$23,930",,"$15,896","$304,342","$431,855","$214,235","$361,905","$20,437","$351,839",,,,,,,,"$84,100",,,,,"$15,293",,"$13,492",,,,,,,,
Step Brothers (2008),"$7,811,503","$602,031","$774,929","$142,904",,"$12,553,039","$42,899","$100,468,793","$13,905","$1,504,766",,"$710,254","$354,000",,,,"$205,426","$25,342",,,"$432,559",,,"$196,863","$58,691",,,"$768,306",,"$167,193",,"$138,477",,,,,,"$16,183",,"$219,207","$26,236",,"$56,878",,,"$199,603",,,,,,,"$62,840","$55,613",,,"$57,837",,,,"$20,899",,,,"$77,758","$16,595",,,,,,,,,"$148,486",,"$16,000","$16,000",,,,,,,"$9,913","$18,711","$4,782",,,
Brideshead Revisited (2008),"$997,107","$226,590","$25,008","$20,959","$27,604","$2,115,490","$64,419",,"$71,921","$1,215,600",,,,"$41,266",,,,"$52,603","$488,673","$80,456","$263,400",,"$794,825",,,,,"$210,405",,"$1,240","$15,036","$83,405",,,,,,,,,,,,,,,"$73,639","$20,220","$13,397",,,,,,,,,,,,,,"$96,499","$19,168",,,,,,,,,,,,,,,,,,,,,,,,,,
