Movie Name,Domestic,United Kingdom,Greece,Germany,France,Netherlands,Austria,Spain,South Africa,Italy,Czech Republic,Hungary,Mexico,Brazil,Argentina,Australia,New Zealand,Hong Kong,Türkiye,Egypt,Bulgaria,Japan,South Korea,Taiwan,Norway,Chile,Finland,Poland,Russia/CIS,Portugal,Switzerland,Czech Republic/Slovakia,Sweden,Denmark,Israel,Middle East Other,Slovenia,Cyprus,Lebanon,Romania,Croatia,East Africa,Iceland,Peru,Venezuela,Central America+,Colombia,Russia/CIS/Ukraine,Thailand,Philippines,India,Singapore,Belgium,Middle East/UAE,Estonia,Ukraine,Lithuania,Serbia and Montenegro,Latvia,Puerto Rico,Ecuador,Uruguay,Lesser Antilles,Dominican Republic,Bolivia,Jamaica,Paraguay,Malaysia,Indonesia,China,Russia,Baltic States,West Indies,Pakistan,Sri Lanka,New Caledonia,Vietnam,Bangladesh,United Arab Emirates,Kuwait,Bahrain,Slovakia,Qatar,Morocco,Mauritius,Reunion,Jordan,Oman,Tunisia,Djibouti,Aruba,Curaçao,Kenya,Lebanon/United Arab Emirates,Middle East,Palestine,Central America
Just Married (2003),,"$5,825,723","$78,400","$4,768,954","$363,718","$655,636","$1,003,651","$4,513,720","$511,157","$71,933","$37,319","$28,924","$5,215,496",,"$323,870","$4,647,909","$449,034",,"$321,368","$78,321","$50,140","$121,074",,"$255,954","$176,824","$242,651","$130,715","$106,950","$1,188,974",,"$993,043",,"$549,204","$244,507",,,,,,,,,,"$77,000",,,"$124,000",,,,,"$179,000","$245,007",,"$17,208",,"$12,017","$70,374","$11,529",,"$17,000",,,,,,,"$57,000","$45,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Guy Thing (2003),,"$485,835",,"$1,105,488",,,,,"$80,499",,,,,,,"$19,446",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kangaroo Jack (2003),,"$5,356,026",,"$2,338,801","$563,162","$187,741","$600,037","$883,254","$273,280","$99,195","$6,004",,"$4,254,186",,"$182,905","$2,315,484","$521,516",,,,,,,"$20,714",,"$395,829","$22,943",,"$478,935",,"$559,026",,"$3,632",,,,,,,,,,"$32,388",,,,,,,,,"$125,000","$241,665",,"$2,415",,,"$20,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Security (2003),,"$1,643,004","$52,500","$2,297,962","$919,304","$422,583","$498,532","$3,052,496","$940,149","$30,541","$25,034","$261,044","$933,387",,,"$903,970",,,"$140,052","$29,455","$116,031",,,,"$96,184",,"$34,173",,"$1,075,836",,,,,"$222,973",,,,,,,,,,,,,,,,,,,,,"$5,206",,,,"$10,691",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darkness Falls (2003),,"$2,787,927",,"$1,292,542","$620,123",,"$360,023","$2,744,106","$87,572","$1,732,039",,"$41,860","$2,831,178",,,"$637,686",,,,"$64,612",,,,,"$28,904","$90,278",,,"$515,024",,,,"$124,013","$120,177",,,,,,,,,,,,,,,,,,,"$208,410",,,,,,,,,,,,,,,"$172,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Harder They Come (1972),,"$13,711",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biker Boyz (2003),,"$220,408",,"$11,827","$19,503",,,"$46,576","$153,861","$4,171",,,"$300,285","$53,732",,"$191,446",,,,,,,,,,,,,,,,,,,,"$155,356",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$154,545",,,"$122,139"
Final Destination 2 (2003),,"$9,328,951","$630,953","$3,557,185","$4,543,112","$896,064","$586,297","$3,617,929","$396,507","$3,380,419","$7,196","$63,931","$1,076,316","$1,414,605","$328,720","$1,879,963","$308,292","$451,609","$276,935","$86,931","$12,411","$1,832,447","$592,035","$927,271","$127,611","$129,520",,"$352,550","$1,212,138","$97,315","$366,213","$41,569","$85,302","$59,836",,,"$50,225",,,"$8,672","$5,415",,"$31,597","$91,819","$258,008",,"$152,283",,"$560,979","$219,952",,"$635,922","$1,003,434",,"$15,854","$110,107","$8,423","$25,497",,"$881,725",,,,,"$3,299",,,"$399,251","$266,085",,,"$59,014","$38,005",,,,,,,,,,,,,,,,,,,,,,"$316,428",,"$169,788"
The Recruit (2003),,"$7,083,794","$658,000","$1,308,048","$3,367,670","$1,536,060","$212,146","$4,353,117","$608,813","$3,806,049","$157,013","$169,751","$3,203,615",,"$723,153","$2,313,089","$360,518",,"$736,844","$63,319","$104,899","$1,470,765","$1,200,000","$923,738","$158,960","$107,229","$124,658","$188,866","$932,629",,"$266,031",,,,,,,,,,,,,,,,,,"$550,000",,,,"$738,000",,"$22,475",,"$3,900","$13,534","$14,589",,,,,,,,,,,"$400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
The Guru (2002),,"$10,126,228","$80,986","$904,632","$330,340","$903,289","$123,612","$941,302","$671,952","$128,665","$73,366",,"$100,767",,,"$1,130,749","$188,434",,,,,,,,"$46,243",,"$105,166",,,"$489,826","$320,066","$110,442","$332,631","$104,777","$270,074","$138,821","$30,706","$101,013",,"$32,116","$8,616",,"$10,084",,,,,,,"$70,008","$1,681,969","$627,510","$138,480",,"$14,951",,"$13,722",,"$10,445",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,273","$105,146",,,
Lost in La Mancha (2002),,"$153,597",,,"$485,872",,,,,"$17,725",,,,,,,"$17,432",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My American Uncle (1980),,,"$38,465",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hollywood Ending (2002),,,"$244,700",,"$3,885,950",,,"$2,396,182",,"$1,180,418",,"$26,818",,,"$345,169",,,"$36,709",,,,,,,,,,"$94,892","$587,975",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13 Conversations About One Thing (2001),,,"$26,250",,,,,"$66,132",,"$76,781",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trapped (2002),,,"$153,600","$304,306","$342,512",,,"$1,682,987","$293,929","$508,526",,,"$1,206,594",,,"$101,965",,,,"$22,857",,"$236,807","$239,979",,"$70,920","$27,645",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Man from Elysian Fields (2001),,,"$61,600",,,,,"$101,596",,"$17,576",,,"$36,690",,"$41,855",,"$46,199","$41,218",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White Oleander (2002),,,"$177,860","$290,277","$245,119","$214,527","$166,403","$1,123,433","$83,412","$813,493","$1,701",,"$183,078",,"$22,924","$912,291","$82,146",,"$201,602",,"$9,351",,,,"$11,288","$11,228","$74,400","$53,141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abandon (2002),,,"$28,700",,,,,"$43,986",,"$956,074",,"$18,249","$434,935",,"$17,193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frida (2002),,,"$1,000,400","$6,008,488","$2,627,943","$570,873","$812,496","$2,240,792",,"$1,713,941","$287,617","$21,766","$3,590,079",,"$122,065","$913,320","$193,284",,"$149,456",,"$35,893",,,"$68,103","$296,984","$129,899","$361,442","$815,196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Femme Fatale (2002),,,"$71,450","$252,822","$2,159,134","$98,059","$81,462","$1,604,201","$62,866","$1,883,413","$4,951","$53,720","$848,869",,"$110,099",,,,"$116,676",,"$12,675",,,"$76,835",,,,"$89,357","$511,492",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ararat (2002),,,"$75,950","$16,596","$196,602",,,"$29,496",,"$66,752",,,,,"$70,952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Emperor's Club (2002),,,"$72,800",,"$175,284",,,"$253,753","$45,016","$261,331",,"$4,497","$553,958",,"$102,533","$229,502",,,,,,,"$132,077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonny (2002),,,"$30,100",,,,,"$38,215",,,,,,,,,,"$27,509",,,,,,,,,,,,"$6,392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amen. (2002),,,"$79,500","$380,880","$6,244,992",,"$14,580","$576,273",,"$412,775",,,"$381,825",,"$39,888",,,,,,,,,,,"$14,040",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Full Frontal (2002),,,,"$80,121","$201,973",,"$30,583","$11,612",,"$195,939","$25,082",,,,,"$6,098",,,"$26,643",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crush (2001),,,,"$122,320",,"$68,694","$110,572","$941,802","$18,314",,,"$15,895","$62,274",,"$27,471","$585,183",,,,,,,,,"$8,200","$3,728","$21,149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frailty (2001),,,,"$629,795","$722,160",,"$121,291","$1,383,413","$36,153","$828,042","$17,632",,"$149,920",,,"$88,965",,,,,,,,"$6,763",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Human Nature (2001),,,,"$28,140","$635,138",,,"$86,231",,"$21,723",,,,,,"$3,974",,,"$19,374",,,,,,"$74,772",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Life or Something Like It (2002),,,,"$57,646","$769,366",,,"$643,749","$62,634","$120,763",,,"$316,010",,,"$13,609",,,"$116,818",,,,"$119,234",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dogtown and Z-Boys (2001),,,,"$9,151",,,,,,,,,,,,"$24,995","$7,259",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The New Guy (2002),,,,"$73,666","$61,677",,,"$138,339","$27,174",,,,"$264,125",,,"$319,584",,,,,,,,,,,,,"$216,915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dark Blue World (2001),,,,"$49,158",,,,,,"$32,774","$1,935,450",,"$20,932",,,"$74,747",,,,,,,,,,,"$9,351",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happy Times (2000),,,,"$17,576","$43,381",,,,,"$45,231",,,,,,"$13,579",,,,,,,,"$1,140",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lan Yu (2001),,,,"$3,443,272","$18,190",,,,,,,,,,,,,"$106,505",,,,,,"$163,672",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mostly Martha (2001),,,,"$2,416,654",,"$118,846","$284,004","$296,810",,"$267,246",,"$7,565",,,,"$275,902","$111,932",,,,,,,,"$113,144",,"$17,981",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serving Sara (2002),,,,"$191,905",,,,"$808,659","$99,097",,,,"$754,751",,"$52,397","$19,211",,,"$24,009","$13,430","$16,569",,,"$22,791",,,,"$104,940",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stealing Harvard (2002),,,,"$44,179",,,,"$15,242","$35,408","$3,968",,,,,,"$108,431",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Son of the Bride (2001),,,,"$605,671",,,"$17,896","$6,698,727",,"$239,271",,,"$313,568","$251,979",,"$1,359",,"$19,467",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moonlight Mile (2002),,,,"$328,925",,,"$29,878","$342,854",,"$483,285","$21,024",,"$172,889","$82,183","$26,877","$40,052",,,"$88,309",,,"$843,732",,,,"$9,752",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Below (2002),,,,"$62,478","$411,711",,"$15,633",,"$35,226",,"$21,938","$21,171",,,,"$10,824","$42,001",,"$117,454","$8,707",,"$603,025",,"$135,863",,,,"$24,637","$505,785",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swept Away (2002),,,,"$59,705","$28,595",,,"$140,218",,"$75,818",,,"$115,119",,,"$18,420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auto Focus (2002),,,,"$57,982","$51,000",,,"$56,448",,,,,,,,"$148,671",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naqoyqatsi (2002),,,,"$4,066",,,,,,,"$14,829",,,,,"$3,687",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Women Have Curves (2002),,,,"$394,675",,,"$102,742","$848,381",,"$95,042",,,,,"$46,693","$43,157","$160,924",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All the Queen's Men (2001),,,,"$97,596",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Crime of Padre Amaro (2002),,,,"$136,715","$43,852",,"$33,069","$1,656,653",,"$26,309",,,"$16,313,914",,"$49,037","$83,925",,,,,,,,,,"$190,399",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standing in the Shadows of Motown (2002),,,,"$38,774",,"$16,283",,,,,,,,,,"$45,049","$56,647",,,,,,,,,,"$18,949",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extreme Ops (2002),,,,"$327,169","$1,295,892",,"$117,246","$1,938,283","$86,727",,"$287,869","$98,746","$342,396",,,"$154,928",,,,,,,,"$45,298",,,,,"$520,219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What to Do in Case of Fire (2001),,,,"$1,980,617",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drumline (2002),,,,"$7,786",,,,"$1,707",,,,,"$98,833",,,"$1,099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pauline and Paulette (2001),,,,,"$23,546","$31,397",,,,"$200,443",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Promises (2001),,,,,"$30,342",,,,,,,,"$123,721",,,,,,,,,,,"$28,851",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Rookie (2002),,,,,"$169,406",,,"$29,100",,"$11,731",,,"$341,949",,,"$51,612",,,,,,"$3,967,920","$94,415","$136,643",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Very Annie Mary (2001),,,,,"$45,256",,,,,,,,,,,"$46,544","$257,938",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boxcar Bertha (1972),,,,,"$6,443",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Behind the Sun (2001),,,,,"$85,270",,,,,"$9,631",,,"$21,151","$608,601","$45,275","$11,902",,,,,,,,,,"$4,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Triumph of Love (2001),,,,,"$7,196",,,"$35,652",,,,,,,,"$11,327",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Salton Sea (2002),,,,,"$262,590",,,,,"$46,054",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warm Water Under a Red Bridge (2001),,,,,"$325,000",,,"$28,148",,"$29,512",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Lady and the Duke (2001),,,,,"$778,123",,,,,,,,,,,,,,,,,,,,,"$18,963",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CQ (2001),,,,,"$85,533",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My Wife Is an Actress (2001),,,,,"$3,435,177",,,"$111,169",,"$46,027",,,,,,"$25,371",,,,,,,,,,"$7,644",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tadpole (2002),,,,,"$40,550",,,,,"$42,370","$32,146","$12,021",,,,"$17,357",,,,,,,,,,,,"$16,079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biggie & Tupac (2002),,,,,"$32,801",,,,,,,,,,,"$18,744",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Château (2001),,,,,"$11,326",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Secret Ballot (2001),,,,,"$7,966",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Adventures of Pluto Nash (2002),,,,,"$223,028",,,"$653,605",,"$21,557",,,"$67,731",,,"$213,907","$45,440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undisputed (2002),,,,,"$525,065",,,"$1,094,514","$40,590",,,"$42,089","$434,403",,,,,,,,,,,,"$44,832",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hush! (2001),,,,,"$31,184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How I Killed My Father (2001),,,,,"$1,635,442",,,,,,,,,,"$17,402",,,,,,,,,,,"$3,902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Pinochet Case (2001),,,,,"$33,233",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Ignorant Fairies (2001),,,,,"$59,920","$16,244",,"$199,215",,,,,,,"$10,102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Trials of Henry Kissinger (2002),,,,,"$4,540",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wasabi (2001),,,,,"$6,656,489",,,"$584,552",,"$628,685","$62,633","$204,376","$58,711",,,,,,"$127,577","$1,817","$13,005","$1,329,252",,"$367,030",,,,"$32,568","$202,445",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knockaround Guys (2001),,,,,"$523,066",,,"$277,836","$56,993",,,,"$95,158",,,"$61,354",,,,,,,,"$76,570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Safe Conduct (2002),,,,,"$1,659,772",,,,,"$28,209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casino Royale (1967),,,,,"$2,324",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Weight of Water (2000),,,,,"$193,606",,,,,,,,,,,,,,,,,,,"$18,543",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
God Is Great and I'm Not (2001),,,,,"$1,791,031",,,,,,"$36,680","$24,464",,,"$18,534",,,,,,,,,,,"$8,927",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visitor Q (2001),,,,,"$9,116",,,,,,,,,,,,,,,,,,"$3,281",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pellet (2000),,,,,"$59,021",,,,,,,,,,"$30,903",,,,,,,,,,"$6,084","$4,949",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narc (2002),,,,,"$556,692",,,"$392,073","$28,411",,,,"$272,120",,"$80,343","$157,297","$7,056","$21,214",,,,,,,"$17,296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max (2002),,,,,"$62,291",,,,,,,"$58,593",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kedma (2002),,,,,"$273,915",,,,,,,,"$15,311",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bloody Sunday (2002),,,,,,"$31,202",,,,"$832,003",,,,,,"$62,310","$58,681",,,,"$1,265",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pokemon 4Ever: Celebi - Voice of the Forest (2001),,,,,,"$79,642",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sorority Boys (2002),,,,,,,"$161,561",,,,,"$145,595",,,,"$836,701","$268,358",,,,"$22,620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pepi, Luci, Bom and Other Girls Like Mom (1980)",,,,,,,,$417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rain (2001),,,,,,,,"$9,812",,,,,,,,"$27,685",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deuces Wild (2002),,,,,,,,"$134,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Dangerous Lives of Altar Boys (2002),,,,,,,,"$38,265",,"$60,974",,,"$44,485",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Kid Stays in the Picture (2002),,,,,,,,"$13,291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mad Love (2001),,,,,,,,"$8,315,687",,"$252,349",,,"$458,280",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
